#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 5903 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       13.54    
   1.000       13.68    
   2.000       14.08    
   3.000       14.68    
   4.000       15.39    
   5.000       16.09    
   6.000       16.66    
   7.000       16.99    
   8.000       16.99    
   9.000       16.61    
   10.00       15.84    
   11.00       14.69    
   12.00       13.25    
   13.00       11.59    
   14.00       9.838    
   15.00       8.091    
   16.00       6.456    
   17.00       5.017    
   18.00       3.835    
   19.00       2.940    
   20.00       2.337    
   21.00       2.005    
   22.00       1.902    
   23.00       1.976    
   24.00       2.168    
   25.00       2.417    
   26.00       2.672    
   27.00       2.889    
   28.00       3.037    
   29.00       3.099    
   30.00       3.070    
   31.00       2.955    
   32.00       2.767    
   33.00       2.524    
   34.00       2.246    
   35.00       1.955    
   36.00       1.667    
   37.00       1.399    
   38.00       1.160    
   39.00      0.9578    
   40.00      0.7948    
   41.00      0.6701    
   42.00      0.5801    
   43.00      0.5190    
   44.00      0.4802    
   45.00      0.4570    
   46.00      0.4430    
   47.00      0.4329    
   48.00      0.4228    
   49.00      0.4100    
   50.00      0.3934    
   51.00      0.3729    
   52.00      0.3494    
   53.00      0.3243    
   54.00      0.2994    
   55.00      0.2766    
   56.00      0.2576    
   57.00      0.2436    
   58.00      0.2356    
   59.00      0.2337    
   60.00      0.2378    
   61.00      0.2472    
   62.00      0.2606    
   63.00      0.2768    
   64.00      0.2942    
   65.00      0.3111    
   66.00      0.3261    
   67.00      0.3379    
   68.00      0.3456    
   69.00      0.3483    
   70.00      0.3457    
   71.00      0.3379    
   72.00      0.3250    
   73.00      0.3076    
   74.00      0.2865    
   75.00      0.2624    
   76.00      0.2363    
   77.00      0.2094    
   78.00      0.1825    
   79.00      0.1564    
   80.00      0.1321    
 END
