#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=2- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       23.03    
   1.000       23.01    
   2.000       22.96    
   3.000       22.85    
   4.000       22.65    
   5.000       22.31    
   6.000       21.81    
   7.000       21.12    
   8.000       20.22    
   9.000       19.12    
   10.00       17.83    
   11.00       16.40    
   12.00       14.88    
   13.00       13.31    
   14.00       11.76    
   15.00       10.28    
   16.00       8.944    
   17.00       7.775    
   18.00       6.805    
   19.00       6.046    
   20.00       5.491    
   21.00       5.123    
   22.00       4.909    
   23.00       4.812    
   24.00       4.790    
   25.00       4.804    
   26.00       4.818    
   27.00       4.804    
   28.00       4.742    
   29.00       4.620    
   30.00       4.435    
   31.00       4.192    
   32.00       3.898    
   33.00       3.568    
   34.00       3.215    
   35.00       2.856    
   36.00       2.504    
   37.00       2.174    
   38.00       1.874    
   39.00       1.611    
   40.00       1.390    
   41.00       1.211    
   42.00       1.071    
   43.00      0.9672    
   44.00      0.8938    
   45.00      0.8448    
   46.00      0.8139    
   47.00      0.7954    
   48.00      0.7838    
   49.00      0.7748    
   50.00      0.7651    
   51.00      0.7524    
   52.00      0.7352    
   53.00      0.7132    
   54.00      0.6867    
   55.00      0.6565    
   56.00      0.6238    
   57.00      0.5901    
   58.00      0.5567    
   59.00      0.5248    
   60.00      0.4956    
   61.00      0.4697    
   62.00      0.4474    
   63.00      0.4289    
   64.00      0.4140    
   65.00      0.4023    
   66.00      0.3932    
   67.00      0.3863    
   68.00      0.3806    
   69.00      0.3755    
   70.00      0.3705    
   71.00      0.3647    
   72.00      0.3578    
   73.00      0.3494    
   74.00      0.3392    
   75.00      0.3273    
   76.00      0.3136    
   77.00      0.2983    
   78.00      0.2819    
   79.00      0.2645    
   80.00      0.2465    
 END
