#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8665 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       25.65    
   1.000       25.58    
   2.000       25.39    
   3.000       25.05    
   4.000       24.55    
   5.000       23.88    
   6.000       23.02    
   7.000       21.96    
   8.000       20.70    
   9.000       19.26    
   10.00       17.66    
   11.00       15.95    
   12.00       14.17    
   13.00       12.40    
   14.00       10.68    
   15.00       9.078    
   16.00       7.644    
   17.00       6.413    
   18.00       5.408    
   19.00       4.632    
   20.00       4.077    
   21.00       3.719    
   22.00       3.524    
   23.00       3.453    
   24.00       3.467    
   25.00       3.525    
   26.00       3.593    
   27.00       3.642    
   28.00       3.652    
   29.00       3.611    
   30.00       3.512    
   31.00       3.358    
   32.00       3.157    
   33.00       2.917    
   34.00       2.654    
   35.00       2.380    
   36.00       2.109    
   37.00       1.851    
   38.00       1.616    
   39.00       1.411    
   40.00       1.237    
   41.00       1.096    
   42.00      0.9861    
   43.00      0.9041    
   44.00      0.8455    
   45.00      0.8054    
   46.00      0.7786    
   47.00      0.7602    
   48.00      0.7459    
   49.00      0.7323    
   50.00      0.7167    
   51.00      0.6976    
   52.00      0.6744    
   53.00      0.6469    
   54.00      0.6160    
   55.00      0.5825    
   56.00      0.5479    
   57.00      0.5133    
   58.00      0.4799    
   59.00      0.4489    
   60.00      0.4208    
   61.00      0.3962    
   62.00      0.3752    
   63.00      0.3576    
   64.00      0.3433    
   65.00      0.3314    
   66.00      0.3215    
   67.00      0.3128    
   68.00      0.3044    
   69.00      0.2959    
   70.00      0.2865    
   71.00      0.2759    
   72.00      0.2639    
   73.00      0.2502    
   74.00      0.2351    
   75.00      0.2186    
   76.00      0.2011    
   77.00      0.1829    
   78.00      0.1644    
   79.00      0.1460    
   80.00      0.1283    
 END
