#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.757    
   1.000       1.760    
   2.000       1.769    
   3.000       1.784    
   4.000       1.804    
   5.000       1.828    
   6.000       1.854    
   7.000       1.883    
   8.000       1.911    
   9.000       1.937    
   10.00       1.960    
   11.00       1.978    
   12.00       1.989    
   13.00       1.991    
   14.00       1.985    
   15.00       1.967    
   16.00       1.939    
   17.00       1.898    
   18.00       1.845    
   19.00       1.780    
   20.00       1.703    
   21.00       1.617    
   22.00       1.522    
   23.00       1.420    
   24.00       1.314    
   25.00       1.205    
   26.00       1.096    
   27.00      0.9897    
   28.00      0.8872    
   29.00      0.7908    
   30.00      0.7019    
   31.00      0.6218    
   32.00      0.5512    
   33.00      0.4907    
   34.00      0.4401    
   35.00      0.3990    
   36.00      0.3667    
   37.00      0.3423    
   38.00      0.3246    
   39.00      0.3123    
   40.00      0.3040    
   41.00      0.2987    
   42.00      0.2949    
   43.00      0.2918    
   44.00      0.2884    
   45.00      0.2840    
   46.00      0.2782    
   47.00      0.2705    
   48.00      0.2610    
   49.00      0.2497    
   50.00      0.2367    
   51.00      0.2223    
   52.00      0.2070    
   53.00      0.1910    
   54.00      0.1748    
   55.00      0.1588    
   56.00      0.1434    
   57.00      0.1288    
   58.00      0.1153    
   59.00      0.1030    
   60.00      0.9210E-01
   61.00      0.8254E-01
   62.00      0.7432E-01
   63.00      0.6737E-01
   64.00      0.6158E-01
   65.00      0.5682E-01
   66.00      0.5296E-01
   67.00      0.4985E-01
   68.00      0.4733E-01
   69.00      0.4528E-01
   70.00      0.4357E-01
   71.00      0.4209E-01
   72.00      0.4075E-01
   73.00      0.3949E-01
   74.00      0.3827E-01
   75.00      0.3707E-01
   76.00      0.3586E-01
   77.00      0.3467E-01
   78.00      0.3350E-01
   79.00      0.3236E-01
   80.00      0.3127E-01
 END
