#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7694 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       35.54    
   1.000       35.62    
   2.000       35.81    
   3.000       36.06    
   4.000       36.29    
   5.000       36.38    
   6.000       36.22    
   7.000       35.71    
   8.000       34.77    
   9.000       33.35    
   10.00       31.46    
   11.00       29.15    
   12.00       26.50    
   13.00       23.63    
   14.00       20.70    
   15.00       17.84    
   16.00       15.18    
   17.00       12.84    
   18.00       10.89    
   19.00       9.348    
   20.00       8.224    
   21.00       7.482    
   22.00       7.064    
   23.00       6.898    
   24.00       6.905    
   25.00       7.004    
   26.00       7.124    
   27.00       7.203    
   28.00       7.196    
   29.00       7.076    
   30.00       6.832    
   31.00       6.470    
   32.00       6.007    
   33.00       5.471    
   34.00       4.892    
   35.00       4.300    
   36.00       3.724    
   37.00       3.187    
   38.00       2.707    
   39.00       2.296    
   40.00       1.960    
   41.00       1.698    
   42.00       1.507    
   43.00       1.377    
   44.00       1.297    
   45.00       1.255    
   46.00       1.238    
   47.00       1.235    
   48.00       1.236    
   49.00       1.233    
   50.00       1.223    
   51.00       1.202    
   52.00       1.169    
   53.00       1.125    
   54.00       1.071    
   55.00       1.011    
   56.00      0.9460    
   57.00      0.8805    
   58.00      0.8172    
   59.00      0.7588    
   60.00      0.7075    
   61.00      0.6644    
   62.00      0.6302    
   63.00      0.6046    
   64.00      0.5868    
   65.00      0.5755    
   66.00      0.5693    
   67.00      0.5667    
   68.00      0.5662    
   69.00      0.5662    
   70.00      0.5655    
   71.00      0.5627    
   72.00      0.5570    
   73.00      0.5476    
   74.00      0.5341    
   75.00      0.5164    
   76.00      0.4948    
   77.00      0.4698    
   78.00      0.4421    
   79.00      0.4126    
   80.00      0.3819    
 END
