#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7532 keV Jpi=2- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       2.407    
   1.000       2.415    
   2.000       2.437    
   3.000       2.474    
   4.000       2.525    
   5.000       2.587    
   6.000       2.662    
   7.000       2.745    
   8.000       2.837    
   9.000       2.934    
   10.00       3.033    
   11.00       3.133    
   12.00       3.227    
   13.00       3.312    
   14.00       3.383    
   15.00       3.435    
   16.00       3.462    
   17.00       3.462    
   18.00       3.430    
   19.00       3.366    
   20.00       3.269    
   21.00       3.141    
   22.00       2.984    
   23.00       2.801    
   24.00       2.599    
   25.00       2.382    
   26.00       2.155    
   27.00       1.926    
   28.00       1.702    
   29.00       1.487    
   30.00       1.287    
   31.00       1.107    
   32.00      0.9501    
   33.00      0.8178    
   34.00      0.7106    
   35.00      0.6275    
   36.00      0.5666    
   37.00      0.5250    
   38.00      0.4992    
   39.00      0.4858    
   40.00      0.4811    
   41.00      0.4819    
   42.00      0.4851    
   43.00      0.4881    
   44.00      0.4890    
   45.00      0.4862    
   46.00      0.4787    
   47.00      0.4660    
   48.00      0.4481    
   49.00      0.4253    
   50.00      0.3985    
   51.00      0.3687    
   52.00      0.3369    
   53.00      0.3044    
   54.00      0.2723    
   55.00      0.2415    
   56.00      0.2129    
   57.00      0.1871    
   58.00      0.1642    
   59.00      0.1446    
   60.00      0.1281    
   61.00      0.1146    
   62.00      0.1037    
   63.00      0.9518E-01
   64.00      0.8860E-01
   65.00      0.8360E-01
   66.00      0.7981E-01
   67.00      0.7690E-01
   68.00      0.7460E-01
   69.00      0.7266E-01
   70.00      0.7091E-01
   71.00      0.6922E-01
   72.00      0.6753E-01
   73.00      0.6579E-01
   74.00      0.6402E-01
   75.00      0.6225E-01
   76.00      0.6053E-01
   77.00      0.5890E-01
   78.00      0.5742E-01
   79.00      0.5612E-01
   80.00      0.5503E-01
 END
