#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7658 keV Jpi=4- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.592    
   1.000       4.605    
   2.000       4.644    
   3.000       4.709    
   4.000       4.797    
   5.000       4.908    
   6.000       5.039    
   7.000       5.188    
   8.000       5.351    
   9.000       5.523    
   10.00       5.699    
   11.00       5.872    
   12.00       6.034    
   13.00       6.177    
   14.00       6.293    
   15.00       6.373    
   16.00       6.409    
   17.00       6.396    
   18.00       6.328    
   19.00       6.202    
   20.00       6.018    
   21.00       5.777    
   22.00       5.483    
   23.00       5.143    
   24.00       4.766    
   25.00       4.361    
   26.00       3.942    
   27.00       3.521    
   28.00       3.109    
   29.00       2.718    
   30.00       2.357    
   31.00       2.032    
   32.00       1.750    
   33.00       1.512    
   34.00       1.319    
   35.00       1.168    
   36.00       1.055    
   37.00      0.9778    
   38.00      0.9288    
   39.00      0.9024    
   40.00      0.8924    
   41.00      0.8926    
   42.00      0.8975    
   43.00      0.9022    
   44.00      0.9026    
   45.00      0.8959    
   46.00      0.8804    
   47.00      0.8553    
   48.00      0.8210    
   49.00      0.7782    
   50.00      0.7287    
   51.00      0.6742    
   52.00      0.6167    
   53.00      0.5582    
   54.00      0.5005    
   55.00      0.4451    
   56.00      0.3933    
   57.00      0.3461    
   58.00      0.3041    
   59.00      0.2677    
   60.00      0.2369    
   61.00      0.2115    
   62.00      0.1911    
   63.00      0.1750    
   64.00      0.1627    
   65.00      0.1533    
   66.00      0.1463    
   67.00      0.1408    
   68.00      0.1364    
   69.00      0.1326    
   70.00      0.1292    
   71.00      0.1259    
   72.00      0.1227    
   73.00      0.1194    
   74.00      0.1161    
   75.00      0.1129    
   76.00      0.1097    
   77.00      0.1068    
   78.00      0.1042    
   79.00      0.1018    
   80.00      0.9981E-01
 END
