#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8425 keV Jpi=2- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.562    
   1.000       3.566    
   2.000       3.580    
   3.000       3.602    
   4.000       3.632    
   5.000       3.669    
   6.000       3.712    
   7.000       3.758    
   8.000       3.806    
   9.000       3.854    
   10.00       3.897    
   11.00       3.934    
   12.00       3.961    
   13.00       3.976    
   14.00       3.974    
   15.00       3.954    
   16.00       3.912    
   17.00       3.847    
   18.00       3.757    
   19.00       3.642    
   20.00       3.502    
   21.00       3.339    
   22.00       3.155    
   23.00       2.954    
   24.00       2.739    
   25.00       2.517    
   26.00       2.291    
   27.00       2.066    
   28.00       1.848    
   29.00       1.642    
   30.00       1.450    
   31.00       1.276    
   32.00       1.122    
   33.00      0.9891    
   34.00      0.8776    
   35.00      0.7865    
   36.00      0.7144    
   37.00      0.6592    
   38.00      0.6182    
   39.00      0.5889    
   40.00      0.5683    
   41.00      0.5538    
   42.00      0.5427    
   43.00      0.5330    
   44.00      0.5229    
   45.00      0.5108    
   46.00      0.4959    
   47.00      0.4777    
   48.00      0.4561    
   49.00      0.4313    
   50.00      0.4039    
   51.00      0.3745    
   52.00      0.3439    
   53.00      0.3131    
   54.00      0.2827    
   55.00      0.2536    
   56.00      0.2262    
   57.00      0.2012    
   58.00      0.1787    
   59.00      0.1589    
   60.00      0.1420    
   61.00      0.1277    
   62.00      0.1159    
   63.00      0.1063    
   64.00      0.9869E-01
   65.00      0.9259E-01
   66.00      0.8770E-01
   67.00      0.8370E-01
   68.00      0.8030E-01
   69.00      0.7726E-01
   70.00      0.7441E-01
   71.00      0.7163E-01
   72.00      0.6883E-01
   73.00      0.6598E-01
   74.00      0.6311E-01
   75.00      0.6025E-01
   76.00      0.5746E-01
   77.00      0.5480E-01
   78.00      0.5235E-01
   79.00      0.5018E-01
   80.00      0.4833E-01
 END
