#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7694 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.605    
   1.000       3.616    
   2.000       3.648    
   3.000       3.702    
   4.000       3.775    
   5.000       3.865    
   6.000       3.971    
   7.000       4.090    
   8.000       4.219    
   9.000       4.354    
   10.00       4.492    
   11.00       4.626    
   12.00       4.753    
   13.00       4.864    
   14.00       4.952    
   15.00       5.012    
   16.00       5.036    
   17.00       5.019    
   18.00       4.958    
   19.00       4.852    
   20.00       4.701    
   21.00       4.507    
   22.00       4.274    
   23.00       4.008    
   24.00       3.715    
   25.00       3.402    
   26.00       3.079    
   27.00       2.754    
   28.00       2.435    
   29.00       2.131    
   30.00       1.848    
   31.00       1.594    
   32.00       1.373    
   33.00       1.186    
   34.00       1.034    
   35.00      0.9158    
   36.00      0.8287    
   37.00      0.7685    
   38.00      0.7303    
   39.00      0.7094    
   40.00      0.7006    
   41.00      0.6995    
   42.00      0.7018    
   43.00      0.7043    
   44.00      0.7039    
   45.00      0.6987    
   46.00      0.6871    
   47.00      0.6684    
   48.00      0.6426    
   49.00      0.6100    
   50.00      0.5719    
   51.00      0.5294    
   52.00      0.4841    
   53.00      0.4378    
   54.00      0.3920    
   55.00      0.3481    
   56.00      0.3072    
   57.00      0.2701    
   58.00      0.2373    
   59.00      0.2091    
   60.00      0.1852    
   61.00      0.1655    
   62.00      0.1497    
   63.00      0.1371    
   64.00      0.1274    
   65.00      0.1199    
   66.00      0.1142    
   67.00      0.1099    
   68.00      0.1064    
   69.00      0.1035    
   70.00      0.1009    
   71.00      0.9845E-01
   72.00      0.9599E-01
   73.00      0.9348E-01
   74.00      0.9091E-01
   75.00      0.8832E-01
   76.00      0.8578E-01
   77.00      0.8336E-01
   78.00      0.8112E-01
   79.00      0.7913E-01
   80.00      0.7742E-01
 END
