#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8019 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       12.91    
   1.000       12.95    
   2.000       13.06    
   3.000       13.20    
   4.000       13.35    
   5.000       13.45    
   6.000       13.44    
   7.000       13.29    
   8.000       12.96    
   9.000       12.44    
   10.00       11.72    
   11.00       10.82    
   12.00       9.794    
   13.00       8.679    
   14.00       7.534    
   15.00       6.415    
   16.00       5.376    
   17.00       4.458    
   18.00       3.692    
   19.00       3.094    
   20.00       2.663    
   21.00       2.388    
   22.00       2.245    
   23.00       2.205    
   24.00       2.234    
   25.00       2.300    
   26.00       2.373    
   27.00       2.429    
   28.00       2.451    
   29.00       2.428    
   30.00       2.357    
   31.00       2.240    
   32.00       2.084    
   33.00       1.899    
   34.00       1.696    
   35.00       1.487    
   36.00       1.283    
   37.00       1.093    
   38.00      0.9242    
   39.00      0.7804    
   40.00      0.6637    
   41.00      0.5740    
   42.00      0.5091    
   43.00      0.4656    
   44.00      0.4394    
   45.00      0.4257    
   46.00      0.4203    
   47.00      0.4191    
   48.00      0.4187    
   49.00      0.4167    
   50.00      0.4114    
   51.00      0.4017    
   52.00      0.3876    
   53.00      0.3693    
   54.00      0.3476    
   55.00      0.3235    
   56.00      0.2980    
   57.00      0.2724    
   58.00      0.2475    
   59.00      0.2242    
   60.00      0.2031    
   61.00      0.1845    
   62.00      0.1684    
   63.00      0.1547    
   64.00      0.1432    
   65.00      0.1336    
   66.00      0.1253    
   67.00      0.1180    
   68.00      0.1113    
   69.00      0.1048    
   70.00      0.9832E-01
   71.00      0.9160E-01
   72.00      0.8459E-01
   73.00      0.7729E-01
   74.00      0.6976E-01
   75.00      0.6216E-01
   76.00      0.5467E-01
   77.00      0.4749E-01
   78.00      0.4082E-01
   79.00      0.3486E-01
   80.00      0.2974E-01
 END
