#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8764 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       50.40    
   1.000       50.31    
   2.000       50.05    
   3.000       49.58    
   4.000       48.86    
   5.000       47.85    
   6.000       46.49    
   7.000       44.74    
   8.000       42.60    
   9.000       40.06    
   10.00       37.17    
   11.00       34.00    
   12.00       30.66    
   13.00       27.25    
   14.00       23.91    
   15.00       20.75    
   16.00       17.88    
   17.00       15.38    
   18.00       13.30    
   19.00       11.66    
   20.00       10.43    
   21.00       9.589    
   22.00       9.062    
   23.00       8.780    
   24.00       8.663    
   25.00       8.633    
   26.00       8.622    
   27.00       8.571    
   28.00       8.441    
   29.00       8.204    
   30.00       7.853    
   31.00       7.393    
   32.00       6.840    
   33.00       6.221    
   34.00       5.564    
   35.00       4.901    
   36.00       4.261    
   37.00       3.669    
   38.00       3.145    
   39.00       2.701    
   40.00       2.345    
   41.00       2.077    
   42.00       1.893    
   43.00       1.784    
   44.00       1.736    
   45.00       1.737    
   46.00       1.772    
   47.00       1.825    
   48.00       1.886    
   49.00       1.941    
   50.00       1.984    
   51.00       2.007    
   52.00       2.006    
   53.00       1.981    
   54.00       1.931    
   55.00       1.859    
   56.00       1.768    
   57.00       1.661    
   58.00       1.543    
   59.00       1.418    
   60.00       1.291    
   61.00       1.165    
   62.00       1.044    
   63.00      0.9302    
   64.00      0.8251    
   65.00      0.7303    
   66.00      0.6465    
   67.00      0.5738    
   68.00      0.5121    
   69.00      0.4606    
   70.00      0.4186    
   71.00      0.3850    
   72.00      0.3587    
   73.00      0.3386    
   74.00      0.3237    
   75.00      0.3128    
   76.00      0.3052    
   77.00      0.2999    
   78.00      0.2963    
   79.00      0.2937    
   80.00      0.2918    
 END
