#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8019 keV Jpi=1- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       5.199    
   1.000       5.196    
   2.000       5.187    
   3.000       5.173    
   4.000       5.156    
   5.000       5.138    
   6.000       5.121    
   7.000       5.105    
   8.000       5.091    
   9.000       5.081    
   10.00       5.072    
   11.00       5.064    
   12.00       5.054    
   13.00       5.039    
   14.00       5.013    
   15.00       4.973    
   16.00       4.913    
   17.00       4.827    
   18.00       4.713    
   19.00       4.567    
   20.00       4.388    
   21.00       4.176    
   22.00       3.935    
   23.00       3.668    
   24.00       3.382    
   25.00       3.083    
   26.00       2.778    
   27.00       2.476    
   28.00       2.183    
   29.00       1.906    
   30.00       1.652    
   31.00       1.425    
   32.00       1.227    
   33.00       1.060    
   34.00      0.9236    
   35.00      0.8167    
   36.00      0.7363    
   37.00      0.6787    
   38.00      0.6397    
   39.00      0.6149    
   40.00      0.6000    
   41.00      0.5910    
   42.00      0.5843    
   43.00      0.5771    
   44.00      0.5669    
   45.00      0.5524    
   46.00      0.5325    
   47.00      0.5072    
   48.00      0.4769    
   49.00      0.4423    
   50.00      0.4047    
   51.00      0.3654    
   52.00      0.3258    
   53.00      0.2872    
   54.00      0.2508    
   55.00      0.2174    
   56.00      0.1878    
   57.00      0.1622    
   58.00      0.1409    
   59.00      0.1238    
   60.00      0.1106    
   61.00      0.1010    
   62.00      0.9429E-01
   63.00      0.8998E-01
   64.00      0.8742E-01
   65.00      0.8600E-01
   66.00      0.8517E-01
   67.00      0.8446E-01
   68.00      0.8351E-01
   69.00      0.8207E-01
   70.00      0.8000E-01
   71.00      0.7724E-01
   72.00      0.7383E-01
   73.00      0.6985E-01
   74.00      0.6541E-01
   75.00      0.6068E-01
   76.00      0.5581E-01
   77.00      0.5098E-01
   78.00      0.4634E-01
   79.00      0.4203E-01
   80.00      0.3817E-01
 END
