#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6750 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       26.54    
   1.000       26.67    
   2.000       27.02    
   3.000       27.52    
   4.000       28.07    
   5.000       28.53    
   6.000       28.77    
   7.000       28.65    
   8.000       28.09    
   9.000       27.02    
   10.00       25.46    
   11.00       23.45    
   12.00       21.07    
   13.00       18.47    
   14.00       15.77    
   15.00       13.14    
   16.00       10.71    
   17.00       8.592    
   18.00       6.858    
   19.00       5.548    
   20.00       4.659    
   21.00       4.158    
   22.00       3.984    
   23.00       4.059    
   24.00       4.299    
   25.00       4.620    
   26.00       4.947    
   27.00       5.220    
   28.00       5.394    
   29.00       5.443    
   30.00       5.360    
   31.00       5.148    
   32.00       4.828    
   33.00       4.424    
   34.00       3.965    
   35.00       3.482    
   36.00       3.001    
   37.00       2.546    
   38.00       2.135    
   39.00       1.777    
   40.00       1.479    
   41.00       1.241    
   42.00       1.059    
   43.00      0.9248    
   44.00      0.8304    
   45.00      0.7660    
   46.00      0.7223    
   47.00      0.6911    
   48.00      0.6658    
   49.00      0.6418    
   50.00      0.6163    
   51.00      0.5881    
   52.00      0.5575    
   53.00      0.5259    
   54.00      0.4950    
   55.00      0.4669    
   56.00      0.4438    
   57.00      0.4273    
   58.00      0.4186    
   59.00      0.4180    
   60.00      0.4254    
   61.00      0.4398    
   62.00      0.4598    
   63.00      0.4834    
   64.00      0.5084    
   65.00      0.5327    
   66.00      0.5543    
   67.00      0.5711    
   68.00      0.5819    
   69.00      0.5853    
   70.00      0.5809    
   71.00      0.5684    
   72.00      0.5481    
   73.00      0.5206    
   74.00      0.4870    
   75.00      0.4485    
   76.00      0.4066    
   77.00      0.3628    
   78.00      0.3186    
   79.00      0.2754    
   80.00      0.2346    
 END
