#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7532 keV Jpi=2- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       2.757    
   1.000       2.761    
   2.000       2.774    
   3.000       2.795    
   4.000       2.823    
   5.000       2.859    
   6.000       2.902    
   7.000       2.952    
   8.000       3.007    
   9.000       3.067    
   10.00       3.130    
   11.00       3.194    
   12.00       3.256    
   13.00       3.312    
   14.00       3.358    
   15.00       3.389    
   16.00       3.402    
   17.00       3.392    
   18.00       3.357    
   19.00       3.293    
   20.00       3.202    
   21.00       3.082    
   22.00       2.937    
   23.00       2.769    
   24.00       2.581    
   25.00       2.378    
   26.00       2.166    
   27.00       1.951    
   28.00       1.737    
   29.00       1.530    
   30.00       1.336    
   31.00       1.160    
   32.00       1.003    
   33.00      0.8683    
   34.00      0.7566    
   35.00      0.6671    
   36.00      0.5984    
   37.00      0.5480    
   38.00      0.5130    
   39.00      0.4902    
   40.00      0.4765    
   41.00      0.4688    
   42.00      0.4645    
   43.00      0.4612    
   44.00      0.4569    
   45.00      0.4503    
   46.00      0.4402    
   47.00      0.4262    
   48.00      0.4082    
   49.00      0.3864    
   50.00      0.3614    
   51.00      0.3340    
   52.00      0.3052    
   53.00      0.2760    
   54.00      0.2475    
   55.00      0.2203    
   56.00      0.1953    
   57.00      0.1729    
   58.00      0.1533    
   59.00      0.1366    
   60.00      0.1227    
   61.00      0.1115    
   62.00      0.1025    
   63.00      0.9549E-01
   64.00      0.9005E-01
   65.00      0.8580E-01
   66.00      0.8240E-01
   67.00      0.7954E-01
   68.00      0.7697E-01
   69.00      0.7449E-01
   70.00      0.7196E-01
   71.00      0.6931E-01
   72.00      0.6652E-01
   73.00      0.6360E-01
   74.00      0.6062E-01
   75.00      0.5768E-01
   76.00      0.5485E-01
   77.00      0.5226E-01
   78.00      0.4998E-01
   79.00      0.4809E-01
   80.00      0.4664E-01
 END
