#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.85    
   1.000       10.87    
   2.000       10.95    
   3.000       11.06    
   4.000       11.22    
   5.000       11.41    
   6.000       11.63    
   7.000       11.86    
   8.000       12.10    
   9.000       12.32    
   10.00       12.51    
   11.00       12.66    
   12.00       12.76    
   13.00       12.79    
   14.00       12.76    
   15.00       12.65    
   16.00       12.45    
   17.00       12.17    
   18.00       11.80    
   19.00       11.35    
   20.00       10.81    
   21.00       10.21    
   22.00       9.553    
   23.00       8.852    
   24.00       8.123    
   25.00       7.383    
   26.00       6.648    
   27.00       5.934    
   28.00       5.254    
   29.00       4.620    
   30.00       4.042    
   31.00       3.528    
   32.00       3.081    
   33.00       2.704    
   34.00       2.395    
   35.00       2.152    
   36.00       1.968    
   37.00       1.835    
   38.00       1.745    
   39.00       1.689    
   40.00       1.658    
   41.00       1.642    
   42.00       1.635    
   43.00       1.629    
   44.00       1.618    
   45.00       1.600    
   46.00       1.569    
   47.00       1.526    
   48.00       1.470    
   49.00       1.401    
   50.00       1.321    
   51.00       1.232    
   52.00       1.137    
   53.00       1.039    
   54.00      0.9410    
   55.00      0.8452    
   56.00      0.7540    
   57.00      0.6693    
   58.00      0.5922    
   59.00      0.5235    
   60.00      0.4636    
   61.00      0.4124    
   62.00      0.3695    
   63.00      0.3343    
   64.00      0.3058    
   65.00      0.2832    
   66.00      0.2653    
   67.00      0.2510    
   68.00      0.2393    
   69.00      0.2294    
   70.00      0.2204    
   71.00      0.2119    
   72.00      0.2035    
   73.00      0.1949    
   74.00      0.1863    
   75.00      0.1775    
   76.00      0.1688    
   77.00      0.1602    
   78.00      0.1520    
   79.00      0.1443    
   80.00      0.1374    
 END
