#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9405 keV Jpi=2- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       30.89    
   1.000       30.78    
   2.000       30.47    
   3.000       29.94    
   4.000       29.19    
   5.000       28.21    
   6.000       27.00    
   7.000       25.57    
   8.000       23.93    
   9.000       22.11    
   10.00       20.17    
   11.00       18.14    
   12.00       16.09    
   13.00       14.08    
   14.00       12.16    
   15.00       10.40    
   16.00       8.836    
   17.00       7.499    
   18.00       6.406    
   19.00       5.561    
   20.00       4.950    
   21.00       4.547    
   22.00       4.320    
   23.00       4.227    
   24.00       4.227    
   25.00       4.278    
   26.00       4.344    
   27.00       4.395    
   28.00       4.407    
   29.00       4.367    
   30.00       4.267    
   31.00       4.108    
   32.00       3.896    
   33.00       3.640    
   34.00       3.355    
   35.00       3.053    
   36.00       2.749    
   37.00       2.454    
   38.00       2.179    
   39.00       1.932    
   40.00       1.717    
   41.00       1.535    
   42.00       1.387    
   43.00       1.270    
   44.00       1.181    
   45.00       1.114    
   46.00       1.064    
   47.00       1.027    
   48.00      0.9972    
   49.00      0.9714    
   50.00      0.9462    
   51.00      0.9195    
   52.00      0.8899    
   53.00      0.8570    
   54.00      0.8208    
   55.00      0.7822    
   56.00      0.7421    
   57.00      0.7016    
   58.00      0.6620    
   59.00      0.6242    
   60.00      0.5891    
   61.00      0.5572    
   62.00      0.5289    
   63.00      0.5041    
   64.00      0.4827    
   65.00      0.4642    
   66.00      0.4480    
   67.00      0.4335    
   68.00      0.4198    
   69.00      0.4063    
   70.00      0.3924    
   71.00      0.3776    
   72.00      0.3615    
   73.00      0.3438    
   74.00      0.3247    
   75.00      0.3041    
   76.00      0.2823    
   77.00      0.2596    
   78.00      0.2364    
   79.00      0.2133    
   80.00      0.1906    
 END
