#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=2- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       42.62    
   1.000       42.60    
   2.000       42.50    
   3.000       42.29    
   4.000       41.90    
   5.000       41.26    
   6.000       40.31    
   7.000       38.98    
   8.000       37.26    
   9.000       35.14    
   10.00       32.67    
   11.00       29.92    
   12.00       26.97    
   13.00       23.94    
   14.00       20.95    
   15.00       18.10    
   16.00       15.50    
   17.00       13.23    
   18.00       11.33    
   19.00       9.835    
   20.00       8.731    
   21.00       7.983    
   22.00       7.533    
   23.00       7.311    
   24.00       7.240    
   25.00       7.247    
   26.00       7.265    
   27.00       7.242    
   28.00       7.140    
   29.00       6.940    
   30.00       6.634    
   31.00       6.229    
   32.00       5.742    
   33.00       5.196    
   34.00       4.619    
   35.00       4.039    
   36.00       3.481    
   37.00       2.970    
   38.00       2.521    
   39.00       2.146    
   40.00       1.850    
   41.00       1.633    
   42.00       1.489    
   43.00       1.409    
   44.00       1.381    
   45.00       1.393    
   46.00       1.431    
   47.00       1.482    
   48.00       1.536    
   49.00       1.583    
   50.00       1.617    
   51.00       1.632    
   52.00       1.627    
   53.00       1.599    
   54.00       1.551    
   55.00       1.484    
   56.00       1.401    
   57.00       1.307    
   58.00       1.205    
   59.00       1.099    
   60.00      0.9936    
   61.00      0.8908    
   62.00      0.7934    
   63.00      0.7033    
   64.00      0.6218    
   65.00      0.5497    
   66.00      0.4871    
   67.00      0.4338    
   68.00      0.3895    
   69.00      0.3534    
   70.00      0.3245    
   71.00      0.3019    
   72.00      0.2844    
   73.00      0.2711    
   74.00      0.2611    
   75.00      0.2536    
   76.00      0.2478    
   77.00      0.2432    
   78.00      0.2395    
   79.00      0.2362    
   80.00      0.2331    
 END
