#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=2- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       8.653    
   1.000       8.664    
   2.000       8.697    
   3.000       8.751    
   4.000       8.821    
   5.000       8.905    
   6.000       8.996    
   7.000       9.088    
   8.000       9.173    
   9.000       9.244    
   10.00       9.292    
   11.00       9.311    
   12.00       9.293    
   13.00       9.234    
   14.00       9.130    
   15.00       8.978    
   16.00       8.777    
   17.00       8.525    
   18.00       8.226    
   19.00       7.880    
   20.00       7.492    
   21.00       7.067    
   22.00       6.614    
   23.00       6.140    
   24.00       5.654    
   25.00       5.165    
   26.00       4.682    
   27.00       4.216    
   28.00       3.773    
   29.00       3.360    
   30.00       2.984    
   31.00       2.648    
   32.00       2.355    
   33.00       2.105    
   34.00       1.898    
   35.00       1.730    
   36.00       1.599    
   37.00       1.498    
   38.00       1.424    
   39.00       1.370    
   40.00       1.330    
   41.00       1.300    
   42.00       1.274    
   43.00       1.249    
   44.00       1.221    
   45.00       1.188    
   46.00       1.147    
   47.00       1.099    
   48.00       1.044    
   49.00      0.9812    
   50.00      0.9131    
   51.00      0.8411    
   52.00      0.7670    
   53.00      0.6929    
   54.00      0.6205    
   55.00      0.5516    
   56.00      0.4876    
   57.00      0.4294    
   58.00      0.3779    
   59.00      0.3334    
   60.00      0.2960    
   61.00      0.2655    
   62.00      0.2413    
   63.00      0.2230    
   64.00      0.2096    
   65.00      0.2002    
   66.00      0.1940    
   67.00      0.1899    
   68.00      0.1873    
   69.00      0.1852    
   70.00      0.1832    
   71.00      0.1808    
   72.00      0.1777    
   73.00      0.1736    
   74.00      0.1686    
   75.00      0.1627    
   76.00      0.1560    
   77.00      0.1487    
   78.00      0.1410    
   79.00      0.1332    
   80.00      0.1255    
 END
