#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8551 keV Jpi=5- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.7181    
   1.000      0.7166    
   2.000      0.7121    
   3.000      0.7049    
   4.000      0.6952    
   5.000      0.6837    
   6.000      0.6708    
   7.000      0.6572    
   8.000      0.6436    
   9.000      0.6309    
   10.00      0.6198    
   11.00      0.6111    
   12.00      0.6054    
   13.00      0.6034    
   14.00      0.6054    
   15.00      0.6117    
   16.00      0.6226    
   17.00      0.6379    
   18.00      0.6574    
   19.00      0.6806    
   20.00      0.7071    
   21.00      0.7360    
   22.00      0.7666    
   23.00      0.7977    
   24.00      0.8286    
   25.00      0.8579    
   26.00      0.8848    
   27.00      0.9083    
   28.00      0.9274    
   29.00      0.9413    
   30.00      0.9495    
   31.00      0.9515    
   32.00      0.9468    
   33.00      0.9354    
   34.00      0.9174    
   35.00      0.8929    
   36.00      0.8623    
   37.00      0.8262    
   38.00      0.7853    
   39.00      0.7404    
   40.00      0.6926    
   41.00      0.6429    
   42.00      0.5922    
   43.00      0.5417    
   44.00      0.4924    
   45.00      0.4451    
   46.00      0.4006    
   47.00      0.3596    
   48.00      0.3225    
   49.00      0.2896    
   50.00      0.2610    
   51.00      0.2367    
   52.00      0.2166    
   53.00      0.2003    
   54.00      0.1876    
   55.00      0.1780    
   56.00      0.1711    
   57.00      0.1663    
   58.00      0.1632    
   59.00      0.1613    
   60.00      0.1602    
   61.00      0.1595    
   62.00      0.1588    
   63.00      0.1579    
   64.00      0.1565    
   65.00      0.1544    
   66.00      0.1517    
   67.00      0.1482    
   68.00      0.1441    
   69.00      0.1392    
   70.00      0.1339    
   71.00      0.1281    
   72.00      0.1219    
   73.00      0.1156    
   74.00      0.1093    
   75.00      0.1030    
   76.00      0.9696E-01
   77.00      0.9114E-01
   78.00      0.8567E-01
   79.00      0.8060E-01
   80.00      0.7594E-01
 END
