#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8995 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.827    
   1.000       1.830    
   2.000       1.841    
   3.000       1.859    
   4.000       1.883    
   5.000       1.912    
   6.000       1.946    
   7.000       1.982    
   8.000       2.019    
   9.000       2.055    
   10.00       2.088    
   11.00       2.116    
   12.00       2.136    
   13.00       2.148    
   14.00       2.148    
   15.00       2.137    
   16.00       2.113    
   17.00       2.075    
   18.00       2.022    
   19.00       1.955    
   20.00       1.875    
   21.00       1.783    
   22.00       1.679    
   23.00       1.567    
   24.00       1.449    
   25.00       1.328    
   26.00       1.205    
   27.00       1.085    
   28.00      0.9691    
   29.00      0.8599    
   30.00      0.7592    
   31.00      0.6685    
   32.00      0.5889    
   33.00      0.5209    
   34.00      0.4643    
   35.00      0.4189    
   36.00      0.3836    
   37.00      0.3574    
   38.00      0.3388    
   39.00      0.3263    
   40.00      0.3183    
   41.00      0.3134    
   42.00      0.3103    
   43.00      0.3076    
   44.00      0.3044    
   45.00      0.2999    
   46.00      0.2937    
   47.00      0.2853    
   48.00      0.2747    
   49.00      0.2620    
   50.00      0.2474    
   51.00      0.2314    
   52.00      0.2142    
   53.00      0.1966    
   54.00      0.1788    
   55.00      0.1615    
   56.00      0.1449    
   57.00      0.1294    
   58.00      0.1152    
   59.00      0.1024    
   60.00      0.9121E-01
   61.00      0.8149E-01
   62.00      0.7326E-01
   63.00      0.6641E-01
   64.00      0.6080E-01
   65.00      0.5630E-01
   66.00      0.5271E-01
   67.00      0.4986E-01
   68.00      0.4758E-01
   69.00      0.4571E-01
   70.00      0.4413E-01
   71.00      0.4273E-01
   72.00      0.4142E-01
   73.00      0.4017E-01
   74.00      0.3894E-01
   75.00      0.3773E-01
   76.00      0.3652E-01
   77.00      0.3534E-01
   78.00      0.3418E-01
   79.00      0.3308E-01
   80.00      0.3203E-01
 END
