#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9603 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.916    
   1.000       3.922    
   2.000       3.940    
   3.000       3.969    
   4.000       4.008    
   5.000       4.057    
   6.000       4.113    
   7.000       4.172    
   8.000       4.231    
   9.000       4.285    
   10.00       4.331    
   11.00       4.364    
   12.00       4.382    
   13.00       4.382    
   14.00       4.361    
   15.00       4.319    
   16.00       4.253    
   17.00       4.161    
   18.00       4.043    
   19.00       3.899    
   20.00       3.731    
   21.00       3.541    
   22.00       3.333    
   23.00       3.111    
   24.00       2.880    
   25.00       2.644    
   26.00       2.408    
   27.00       2.177    
   28.00       1.955    
   29.00       1.746    
   30.00       1.553    
   31.00       1.378    
   32.00       1.224    
   33.00       1.092    
   34.00      0.9815    
   35.00      0.8916    
   36.00      0.8208    
   37.00      0.7669    
   38.00      0.7275    
   39.00      0.6998    
   40.00      0.6811    
   41.00      0.6686    
   42.00      0.6600    
   43.00      0.6528    
   44.00      0.6453    
   45.00      0.6359    
   46.00      0.6234    
   47.00      0.6070    
   48.00      0.5865    
   49.00      0.5619    
   50.00      0.5337    
   51.00      0.5023    
   52.00      0.4687    
   53.00      0.4335    
   54.00      0.3979    
   55.00      0.3625    
   56.00      0.3282    
   57.00      0.2956    
   58.00      0.2652    
   59.00      0.2375    
   60.00      0.2127    
   61.00      0.1909    
   62.00      0.1720    
   63.00      0.1560    
   64.00      0.1425    
   65.00      0.1314    
   66.00      0.1223    
   67.00      0.1149    
   68.00      0.1089    
   69.00      0.1041    
   70.00      0.1000    
   71.00      0.9652E-01
   72.00      0.9342E-01
   73.00      0.9053E-01
   74.00      0.8776E-01
   75.00      0.8502E-01
   76.00      0.8230E-01
   77.00      0.7959E-01
   78.00      0.7692E-01
   79.00      0.7430E-01
   80.00      0.7177E-01
 END
