#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7113 keV Jpi=1- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       25.65    
   1.000       25.78    
   2.000       26.14    
   3.000       26.67    
   4.000       27.26    
   5.000       27.78    
   6.000       28.11    
   7.000       28.11    
   8.000       27.70    
   9.000       26.82    
   10.00       25.45    
   11.00       23.64    
   12.00       21.47    
   13.00       19.05    
   14.00       16.51    
   15.00       14.00    
   16.00       11.65    
   17.00       9.557    
   18.00       7.805    
   19.00       6.430    
   20.00       5.438    
   21.00       4.802    
   22.00       4.470    
   23.00       4.373    
   24.00       4.438    
   25.00       4.587    
   26.00       4.753    
   27.00       4.880    
   28.00       4.927    
   29.00       4.870    
   30.00       4.700    
   31.00       4.425    
   32.00       4.060    
   33.00       3.631    
   34.00       3.167    
   35.00       2.697    
   36.00       2.246    
   37.00       1.836    
   38.00       1.485    
   39.00       1.202    
   40.00      0.9901    
   41.00      0.8485    
   42.00      0.7709    
   43.00      0.7475    
   44.00      0.7665    
   45.00      0.8150    
   46.00      0.8802    
   47.00      0.9506    
   48.00       1.016    
   49.00       1.070    
   50.00       1.106    
   51.00       1.121    
   52.00       1.116    
   53.00       1.090    
   54.00       1.045    
   55.00      0.9861    
   56.00      0.9154    
   57.00      0.8373    
   58.00      0.7558    
   59.00      0.6742    
   60.00      0.5958    
   61.00      0.5228    
   62.00      0.4570    
   63.00      0.3992    
   64.00      0.3500    
   65.00      0.3092    
   66.00      0.2762    
   67.00      0.2503    
   68.00      0.2305    
   69.00      0.2157    
   70.00      0.2049    
   71.00      0.1970    
   72.00      0.1912    
   73.00      0.1866    
   74.00      0.1826    
   75.00      0.1788    
   76.00      0.1748    
   77.00      0.1705    
   78.00      0.1660    
   79.00      0.1611    
   80.00      0.1559    
 END
