#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8748 keV Jpi=1- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       22.06    
   1.000       22.03    
   2.000       21.92    
   3.000       21.72    
   4.000       21.41    
   5.000       20.96    
   6.000       20.36    
   7.000       19.58    
   8.000       18.62    
   9.000       17.49    
   10.00       16.21    
   11.00       14.82    
   12.00       13.36    
   13.00       11.88    
   14.00       10.42    
   15.00       9.050    
   16.00       7.802    
   17.00       6.714    
   18.00       5.806    
   19.00       5.088    
   20.00       4.554    
   21.00       4.188    
   22.00       3.961    
   23.00       3.842    
   24.00       3.793    
   25.00       3.781    
   26.00       3.775    
   27.00       3.750    
   28.00       3.689    
   29.00       3.581    
   30.00       3.425    
   31.00       3.222    
   32.00       2.979    
   33.00       2.709    
   34.00       2.423    
   35.00       2.134    
   36.00       1.855    
   37.00       1.597    
   38.00       1.369    
   39.00       1.176    
   40.00       1.022    
   41.00      0.9059    
   42.00      0.8264    
   43.00      0.7791    
   44.00      0.7586    
   45.00      0.7587    
   46.00      0.7731    
   47.00      0.7957    
   48.00      0.8210    
   49.00      0.8444    
   50.00      0.8622    
   51.00      0.8716    
   52.00      0.8711    
   53.00      0.8598    
   54.00      0.8379    
   55.00      0.8063    
   56.00      0.7662    
   57.00      0.7194    
   58.00      0.6679    
   59.00      0.6136    
   60.00      0.5584    
   61.00      0.5038    
   62.00      0.4513    
   63.00      0.4020    
   64.00      0.3566    
   65.00      0.3156    
   66.00      0.2794    
   67.00      0.2481    
   68.00      0.2214    
   69.00      0.1993    
   70.00      0.1812    
   71.00      0.1668    
   72.00      0.1556    
   73.00      0.1471    
   74.00      0.1407    
   75.00      0.1360    
   76.00      0.1326    
   77.00      0.1302    
   78.00      0.1285    
   79.00      0.1273    
   80.00      0.1263    
 END
