#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8764 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.374    
   1.000       4.384    
   2.000       4.412    
   3.000       4.458    
   4.000       4.520    
   5.000       4.596    
   6.000       4.683    
   7.000       4.778    
   8.000       4.876    
   9.000       4.972    
   10.00       5.062    
   11.00       5.140    
   12.00       5.202    
   13.00       5.241    
   14.00       5.254    
   15.00       5.237    
   16.00       5.187    
   17.00       5.102    
   18.00       4.979    
   19.00       4.821    
   20.00       4.627    
   21.00       4.401    
   22.00       4.147    
   23.00       3.870    
   24.00       3.576    
   25.00       3.273    
   26.00       2.967    
   27.00       2.666    
   28.00       2.376    
   29.00       2.103    
   30.00       1.851    
   31.00       1.625    
   32.00       1.427    
   33.00       1.257    
   34.00       1.117    
   35.00       1.005    
   36.00      0.9192    
   37.00      0.8556    
   38.00      0.8110    
   39.00      0.7817    
   40.00      0.7636    
   41.00      0.7528    
   42.00      0.7461    
   43.00      0.7403    
   44.00      0.7330    
   45.00      0.7224    
   46.00      0.7070    
   47.00      0.6863    
   48.00      0.6600    
   49.00      0.6284    
   50.00      0.5921    
   51.00      0.5523    
   52.00      0.5100    
   53.00      0.4665    
   54.00      0.4230    
   55.00      0.3807    
   56.00      0.3405    
   57.00      0.3030    
   58.00      0.2690    
   59.00      0.2386    
   60.00      0.2120    
   61.00      0.1893    
   62.00      0.1701    
   63.00      0.1544    
   64.00      0.1417    
   65.00      0.1315    
   66.00      0.1235    
   67.00      0.1172    
   68.00      0.1121    
   69.00      0.1079    
   70.00      0.1044    
   71.00      0.1011    
   72.00      0.9810E-01
   73.00      0.9515E-01
   74.00      0.9225E-01
   75.00      0.8937E-01
   76.00      0.8652E-01
   77.00      0.8374E-01
   78.00      0.8104E-01
   79.00      0.7848E-01
   80.00      0.7607E-01
 END
