#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9669 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.5244    
   1.000      0.5230    
   2.000      0.5190    
   3.000      0.5128    
   4.000      0.5050    
   5.000      0.4963    
   6.000      0.4873    
   7.000      0.4783    
   8.000      0.4697    
   9.000      0.4616    
   10.00      0.4542    
   11.00      0.4475    
   12.00      0.4418    
   13.00      0.4372    
   14.00      0.4342    
   15.00      0.4330    
   16.00      0.4340    
   17.00      0.4372    
   18.00      0.4426    
   19.00      0.4502    
   20.00      0.4596    
   21.00      0.4704    
   22.00      0.4821    
   23.00      0.4941    
   24.00      0.5059    
   25.00      0.5167    
   26.00      0.5260    
   27.00      0.5334    
   28.00      0.5385    
   29.00      0.5411    
   30.00      0.5411    
   31.00      0.5384    
   32.00      0.5330    
   33.00      0.5248    
   34.00      0.5138    
   35.00      0.5000    
   36.00      0.4833    
   37.00      0.4639    
   38.00      0.4421    
   39.00      0.4181    
   40.00      0.3925    
   41.00      0.3660    
   42.00      0.3391    
   43.00      0.3125    
   44.00      0.2867    
   45.00      0.2621    
   46.00      0.2390    
   47.00      0.2175    
   48.00      0.1977    
   49.00      0.1796    
   50.00      0.1634    
   51.00      0.1491    
   52.00      0.1367    
   53.00      0.1262    
   54.00      0.1178    
   55.00      0.1111    
   56.00      0.1062    
   57.00      0.1026    
   58.00      0.1001    
   59.00      0.9830E-01
   60.00      0.9697E-01
   61.00      0.9583E-01
   62.00      0.9468E-01
   63.00      0.9343E-01
   64.00      0.9201E-01
   65.00      0.9042E-01
   66.00      0.8867E-01
   67.00      0.8676E-01
   68.00      0.8467E-01
   69.00      0.8237E-01
   70.00      0.7981E-01
   71.00      0.7697E-01
   72.00      0.7383E-01
   73.00      0.7041E-01
   74.00      0.6677E-01
   75.00      0.6300E-01
   76.00      0.5922E-01
   77.00      0.5554E-01
   78.00      0.5205E-01
   79.00      0.4882E-01
   80.00      0.4591E-01
 END
