#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9605 keV Jpi=1- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.352    
   1.000       4.360    
   2.000       4.384    
   3.000       4.423    
   4.000       4.476    
   5.000       4.541    
   6.000       4.613    
   7.000       4.688    
   8.000       4.763    
   9.000       4.830    
   10.00       4.886    
   11.00       4.925    
   12.00       4.944    
   13.00       4.939    
   14.00       4.907    
   15.00       4.846    
   16.00       4.755    
   17.00       4.633    
   18.00       4.481    
   19.00       4.300    
   20.00       4.092    
   21.00       3.861    
   22.00       3.611    
   23.00       3.347    
   24.00       3.075    
   25.00       2.800    
   26.00       2.528    
   27.00       2.264    
   28.00       2.013    
   29.00       1.778    
   30.00       1.565    
   31.00       1.375    
   32.00       1.209    
   33.00       1.069    
   34.00      0.9532    
   35.00      0.8609    
   36.00      0.7900    
   37.00      0.7380    
   38.00      0.7018    
   39.00      0.6783    
   40.00      0.6643    
   41.00      0.6566    
   42.00      0.6523    
   43.00      0.6489    
   44.00      0.6443    
   45.00      0.6367    
   46.00      0.6251    
   47.00      0.6088    
   48.00      0.5878    
   49.00      0.5621    
   50.00      0.5323    
   51.00      0.4991    
   52.00      0.4635    
   53.00      0.4262    
   54.00      0.3885    
   55.00      0.3511    
   56.00      0.3150    
   57.00      0.2810    
   58.00      0.2496    
   59.00      0.2213    
   60.00      0.1962    
   61.00      0.1744    
   62.00      0.1559    
   63.00      0.1403    
   64.00      0.1273    
   65.00      0.1167    
   66.00      0.1080    
   67.00      0.1010    
   68.00      0.9530E-01
   69.00      0.9056E-01
   70.00      0.8651E-01
   71.00      0.8290E-01
   72.00      0.7952E-01
   73.00      0.7622E-01
   74.00      0.7292E-01
   75.00      0.6959E-01
   76.00      0.6627E-01
   77.00      0.6301E-01
   78.00      0.5992E-01
   79.00      0.5707E-01
   80.00      0.5454E-01
 END
