#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=4- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       15.19    
   1.000       15.21    
   2.000       15.26    
   3.000       15.34    
   4.000       15.45    
   5.000       15.57    
   6.000       15.70    
   7.000       15.83    
   8.000       15.93    
   9.000       16.01    
   10.00       16.05    
   11.00       16.04    
   12.00       15.97    
   13.00       15.83    
   14.00       15.61    
   15.00       15.32    
   16.00       14.94    
   17.00       14.48    
   18.00       13.94    
   19.00       13.33    
   20.00       12.66    
   21.00       11.93    
   22.00       11.15    
   23.00       10.35    
   24.00       9.527    
   25.00       8.706    
   26.00       7.901    
   27.00       7.125    
   28.00       6.391    
   29.00       5.710    
   30.00       5.090    
   31.00       4.537    
   32.00       4.053    
   33.00       3.640    
   34.00       3.296    
   35.00       3.016    
   36.00       2.796    
   37.00       2.627    
   38.00       2.500    
   39.00       2.406    
   40.00       2.336    
   41.00       2.281    
   42.00       2.234    
   43.00       2.188    
   44.00       2.137    
   45.00       2.078    
   46.00       2.008    
   47.00       1.925    
   48.00       1.831    
   49.00       1.724    
   50.00       1.609    
   51.00       1.486    
   52.00       1.359    
   53.00       1.232    
   54.00       1.107    
   55.00      0.9873    
   56.00      0.8755    
   57.00      0.7733    
   58.00      0.6818    
   59.00      0.6019    
   60.00      0.5337    
   61.00      0.4771    
   62.00      0.4314    
   63.00      0.3959    
   64.00      0.3693    
   65.00      0.3500    
   66.00      0.3367    
   67.00      0.3276    
   68.00      0.3214    
   69.00      0.3166    
   70.00      0.3124    
   71.00      0.3079    
   72.00      0.3025    
   73.00      0.2961    
   74.00      0.2883    
   75.00      0.2792    
   76.00      0.2688    
   77.00      0.2573    
   78.00      0.2450    
   79.00      0.2322    
   80.00      0.2194    
 END
