#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8851 keV Jpi=8- l=9 n=1 j=17/2"                  
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.1671    
   1.000      0.1660    
   2.000      0.1627    
   3.000      0.1574    
   4.000      0.1503    
   5.000      0.1417    
   6.000      0.1321    
   7.000      0.1220    
   8.000      0.1117    
   9.000      0.1018    
   10.00      0.9265E-01
   11.00      0.8472E-01
   12.00      0.7825E-01
   13.00      0.7342E-01
   14.00      0.7029E-01
   15.00      0.6881E-01
   16.00      0.6884E-01
   17.00      0.7015E-01
   18.00      0.7246E-01
   19.00      0.7545E-01
   20.00      0.7880E-01
   21.00      0.8217E-01
   22.00      0.8527E-01
   23.00      0.8784E-01
   24.00      0.8964E-01
   25.00      0.9051E-01
   26.00      0.9033E-01
   27.00      0.8905E-01
   28.00      0.8668E-01
   29.00      0.8332E-01
   30.00      0.7912E-01
   31.00      0.7430E-01
   32.00      0.6912E-01
   33.00      0.6389E-01
   34.00      0.5892E-01
   35.00      0.5451E-01
   36.00      0.5093E-01
   37.00      0.4838E-01
   38.00      0.4700E-01
   39.00      0.4686E-01
   40.00      0.4791E-01
   41.00      0.5006E-01
   42.00      0.5312E-01
   43.00      0.5685E-01
   44.00      0.6095E-01
   45.00      0.6514E-01
   46.00      0.6909E-01
   47.00      0.7252E-01
   48.00      0.7517E-01
   49.00      0.7685E-01
   50.00      0.7742E-01
   51.00      0.7684E-01
   52.00      0.7512E-01
   53.00      0.7240E-01
   54.00      0.6887E-01
   55.00      0.6479E-01
   56.00      0.6049E-01
   57.00      0.5631E-01
   58.00      0.5259E-01
   59.00      0.4966E-01
   60.00      0.4777E-01
   61.00      0.4710E-01
   62.00      0.4773E-01
   63.00      0.4960E-01
   64.00      0.5254E-01
   65.00      0.5629E-01
   66.00      0.6048E-01
   67.00      0.6469E-01
   68.00      0.6848E-01
   69.00      0.7147E-01
   70.00      0.7329E-01
   71.00      0.7373E-01
   72.00      0.7266E-01
   73.00      0.7013E-01
   74.00      0.6631E-01
   75.00      0.6149E-01
   76.00      0.5606E-01
   77.00      0.5048E-01
   78.00      0.4519E-01
   79.00      0.4060E-01
   80.00      0.3704E-01
 END
