#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.33    
   1.000       11.37    
   2.000       11.48    
   3.000       11.65    
   4.000       11.89    
   5.000       12.18    
   6.000       12.52    
   7.000       12.88    
   8.000       13.25    
   9.000       13.62    
   10.00       13.97    
   11.00       14.27    
   12.00       14.52    
   13.00       14.70    
   14.00       14.79    
   15.00       14.79    
   16.00       14.68    
   17.00       14.46    
   18.00       14.11    
   19.00       13.65    
   20.00       13.07    
   21.00       12.39    
   22.00       11.61    
   23.00       10.76    
   24.00       9.854    
   25.00       8.922    
   26.00       7.987    
   27.00       7.074    
   28.00       6.204    
   29.00       5.394    
   30.00       4.658    
   31.00       4.007    
   32.00       3.446    
   33.00       2.977    
   34.00       2.599    
   35.00       2.307    
   36.00       2.094    
   37.00       1.949    
   38.00       1.859    
   39.00       1.813    
   40.00       1.796    
   41.00       1.796    
   42.00       1.802    
   43.00       1.805    
   44.00       1.798    
   45.00       1.778    
   46.00       1.740    
   47.00       1.686    
   48.00       1.615    
   49.00       1.528    
   50.00       1.430    
   51.00       1.321    
   52.00       1.207    
   53.00       1.091    
   54.00      0.9764    
   55.00      0.8667    
   56.00      0.7646    
   57.00      0.6723    
   58.00      0.5910    
   59.00      0.5213    
   60.00      0.4631    
   61.00      0.4155    
   62.00      0.3777    
   63.00      0.3482    
   64.00      0.3256    
   65.00      0.3085    
   66.00      0.2954    
   67.00      0.2850    
   68.00      0.2761    
   69.00      0.2679    
   70.00      0.2596    
   71.00      0.2507    
   72.00      0.2409    
   73.00      0.2303    
   74.00      0.2189    
   75.00      0.2072    
   76.00      0.1953    
   77.00      0.1838    
   78.00      0.1729    
   79.00      0.1631    
   80.00      0.1545    
 END
