#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9605 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.722    
   1.000       7.703    
   2.000       7.646    
   3.000       7.547    
   4.000       7.404    
   5.000       7.213    
   6.000       6.971    
   7.000       6.678    
   8.000       6.336    
   9.000       5.950    
   10.00       5.529    
   11.00       5.083    
   12.00       4.628    
   13.00       4.176    
   14.00       3.744    
   15.00       3.344    
   16.00       2.988    
   17.00       2.685    
   18.00       2.437    
   19.00       2.247    
   20.00       2.111    
   21.00       2.022    
   22.00       1.972    
   23.00       1.950    
   24.00       1.946    
   25.00       1.947    
   26.00       1.945    
   27.00       1.933    
   28.00       1.904    
   29.00       1.855    
   30.00       1.786    
   31.00       1.697    
   32.00       1.591    
   33.00       1.472    
   34.00       1.345    
   35.00       1.213    
   36.00       1.083    
   37.00      0.9570    
   38.00      0.8399    
   39.00      0.7341    
   40.00      0.6410    
   41.00      0.5617    
   42.00      0.4960    
   43.00      0.4432    
   44.00      0.4021    
   45.00      0.3712    
   46.00      0.3486    
   47.00      0.3325    
   48.00      0.3213    
   49.00      0.3132    
   50.00      0.3070    
   51.00      0.3016    
   52.00      0.2962    
   53.00      0.2904    
   54.00      0.2837    
   55.00      0.2763    
   56.00      0.2681    
   57.00      0.2594    
   58.00      0.2503    
   59.00      0.2412    
   60.00      0.2323    
   61.00      0.2239    
   62.00      0.2160    
   63.00      0.2089    
   64.00      0.2024    
   65.00      0.1966    
   66.00      0.1913    
   67.00      0.1866    
   68.00      0.1821    
   69.00      0.1779    
   70.00      0.1736    
   71.00      0.1692    
   72.00      0.1645    
   73.00      0.1594    
   74.00      0.1540    
   75.00      0.1481    
   76.00      0.1417    
   77.00      0.1350    
   78.00      0.1279    
   79.00      0.1206    
   80.00      0.1131    
 END
