#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=4- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       16.45    
   1.000       16.48    
   2.000       16.58    
   3.000       16.75    
   4.000       16.96    
   5.000       17.23    
   6.000       17.52    
   7.000       17.84    
   8.000       18.15    
   9.000       18.44    
   10.00       18.70    
   11.00       18.90    
   12.00       19.04    
   13.00       19.09    
   14.00       19.05    
   15.00       18.90    
   16.00       18.64    
   17.00       18.26    
   18.00       17.75    
   19.00       17.12    
   20.00       16.37    
   21.00       15.51    
   22.00       14.55    
   23.00       13.52    
   24.00       12.43    
   25.00       11.32    
   26.00       10.21    
   27.00       9.127    
   28.00       8.096    
   29.00       7.135    
   30.00       6.259    
   31.00       5.479    
   32.00       4.800    
   33.00       4.225    
   34.00       3.752    
   35.00       3.377    
   36.00       3.090    
   37.00       2.880    
   38.00       2.733    
   39.00       2.634    
   40.00       2.569    
   41.00       2.524    
   42.00       2.485    
   43.00       2.443    
   44.00       2.391    
   45.00       2.325    
   46.00       2.241    
   47.00       2.140    
   48.00       2.022    
   49.00       1.889    
   50.00       1.746    
   51.00       1.594    
   52.00       1.440    
   53.00       1.287    
   54.00       1.140    
   55.00       1.002    
   56.00      0.8772    
   57.00      0.7670    
   58.00      0.6730    
   59.00      0.5953    
   60.00      0.5336    
   61.00      0.4864    
   62.00      0.4521    
   63.00      0.4287    
   64.00      0.4139    
   65.00      0.4055    
   66.00      0.4016    
   67.00      0.4000    
   68.00      0.3992    
   69.00      0.3976    
   70.00      0.3942    
   71.00      0.3883    
   72.00      0.3794    
   73.00      0.3676    
   74.00      0.3531    
   75.00      0.3363    
   76.00      0.3179    
   77.00      0.2986    
   78.00      0.2792    
   79.00      0.2602    
   80.00      0.2424    
 END
