#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8935 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.880    
   1.000       1.884    
   2.000       1.896    
   3.000       1.915    
   4.000       1.941    
   5.000       1.972    
   6.000       2.007    
   7.000       2.044    
   8.000       2.082    
   9.000       2.119    
   10.00       2.152    
   11.00       2.180    
   12.00       2.201    
   13.00       2.214    
   14.00       2.216    
   15.00       2.206    
   16.00       2.183    
   17.00       2.145    
   18.00       2.092    
   19.00       2.023    
   20.00       1.939    
   21.00       1.842    
   22.00       1.734    
   23.00       1.617    
   24.00       1.493    
   25.00       1.367    
   26.00       1.240    
   27.00       1.116    
   28.00      0.9959    
   29.00      0.8832    
   30.00      0.7793    
   31.00      0.6857    
   32.00      0.6035    
   33.00      0.5333    
   34.00      0.4750    
   35.00      0.4283    
   36.00      0.3922    
   37.00      0.3656    
   38.00      0.3467    
   39.00      0.3341    
   40.00      0.3260    
   41.00      0.3209    
   42.00      0.3173    
   43.00      0.3143    
   44.00      0.3107    
   45.00      0.3059    
   46.00      0.2994    
   47.00      0.2907    
   48.00      0.2799    
   49.00      0.2669    
   50.00      0.2520    
   51.00      0.2355    
   52.00      0.2178    
   53.00      0.1996    
   54.00      0.1814    
   55.00      0.1635    
   56.00      0.1465    
   57.00      0.1306    
   58.00      0.1162    
   59.00      0.1033    
   60.00      0.9190E-01
   61.00      0.8212E-01
   62.00      0.7384E-01
   63.00      0.6695E-01
   64.00      0.6133E-01
   65.00      0.5682E-01
   66.00      0.5324E-01
   67.00      0.5042E-01
   68.00      0.4817E-01
   69.00      0.4633E-01
   70.00      0.4476E-01
   71.00      0.4335E-01
   72.00      0.4202E-01
   73.00      0.4072E-01
   74.00      0.3943E-01
   75.00      0.3815E-01
   76.00      0.3689E-01
   77.00      0.3566E-01
   78.00      0.3448E-01
   79.00      0.3337E-01
   80.00      0.3233E-01
 END
