#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=5- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.696    
   1.000       7.707    
   2.000       7.741    
   3.000       7.795    
   4.000       7.867    
   5.000       7.956    
   6.000       8.058    
   7.000       8.168    
   8.000       8.284    
   9.000       8.399    
   10.00       8.510    
   11.00       8.610    
   12.00       8.692    
   13.00       8.749    
   14.00       8.773    
   15.00       8.757    
   16.00       8.692    
   17.00       8.572    
   18.00       8.393    
   19.00       8.153    
   20.00       7.853    
   21.00       7.496    
   22.00       7.090    
   23.00       6.641    
   24.00       6.160    
   25.00       5.658    
   26.00       5.146    
   27.00       4.637    
   28.00       4.140    
   29.00       3.668    
   30.00       3.229    
   31.00       2.831    
   32.00       2.479    
   33.00       2.177    
   34.00       1.924    
   35.00       1.718    
   36.00       1.557    
   37.00       1.434    
   38.00       1.345    
   39.00       1.281    
   40.00       1.238    
   41.00       1.208    
   42.00       1.187    
   43.00       1.168    
   44.00       1.148    
   45.00       1.123    
   46.00       1.091    
   47.00       1.051    
   48.00       1.002    
   49.00      0.9467    
   50.00      0.8850    
   51.00      0.8190    
   52.00      0.7505    
   53.00      0.6817    
   54.00      0.6142    
   55.00      0.5496    
   56.00      0.4893    
   57.00      0.4342    
   58.00      0.3852    
   59.00      0.3424    
   60.00      0.3060    
   61.00      0.2757    
   62.00      0.2510    
   63.00      0.2312    
   64.00      0.2155    
   65.00      0.2030    
   66.00      0.1931    
   67.00      0.1848    
   68.00      0.1778    
   69.00      0.1714    
   70.00      0.1652    
   71.00      0.1592    
   72.00      0.1530    
   73.00      0.1466    
   74.00      0.1401    
   75.00      0.1337    
   76.00      0.1273    
   77.00      0.1213    
   78.00      0.1158    
   79.00      0.1110    
   80.00      0.1070    
 END
