#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9092 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       43.34    
   1.000       43.25    
   2.000       42.98    
   3.000       42.49    
   4.000       41.77    
   5.000       40.77    
   6.000       39.48    
   7.000       37.86    
   8.000       35.92    
   9.000       33.68    
   10.00       31.17    
   11.00       28.48    
   12.00       25.67    
   13.00       22.84    
   14.00       20.08    
   15.00       17.50    
   16.00       15.16    
   17.00       13.13    
   18.00       11.44    
   19.00       10.09    
   20.00       9.088    
   21.00       8.388    
   22.00       7.944    
   23.00       7.696    
   24.00       7.582    
   25.00       7.539    
   26.00       7.512    
   27.00       7.453    
   28.00       7.331    
   29.00       7.123    
   30.00       6.822    
   31.00       6.433    
   32.00       5.968    
   33.00       5.448    
   34.00       4.895    
   35.00       4.337    
   36.00       3.795    
   37.00       3.291    
   38.00       2.841    
   39.00       2.458    
   40.00       2.147    
   41.00       1.909    
   42.00       1.742    
   43.00       1.638    
   44.00       1.588    
   45.00       1.580    
   46.00       1.603    
   47.00       1.644    
   48.00       1.693    
   49.00       1.740    
   50.00       1.778    
   51.00       1.801    
   52.00       1.805    
   53.00       1.788    
   54.00       1.750    
   55.00       1.692    
   56.00       1.617    
   57.00       1.528    
   58.00       1.427    
   59.00       1.319    
   60.00       1.208    
   61.00       1.096    
   62.00      0.9872    
   63.00      0.8830    
   64.00      0.7857    
   65.00      0.6967    
   66.00      0.6169    
   67.00      0.5467    
   68.00      0.4860    
   69.00      0.4347    
   70.00      0.3922    
   71.00      0.3577    
   72.00      0.3304    
   73.00      0.3094    
   74.00      0.2938    
   75.00      0.2825    
   76.00      0.2748    
   77.00      0.2698    
   78.00      0.2669    
   79.00      0.2654    
   80.00      0.2647    
 END
