#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8271 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       61.87    
   1.000       61.83    
   2.000       61.68    
   3.000       61.38    
   4.000       60.83    
   5.000       59.93    
   6.000       58.60    
   7.000       56.74    
   8.000       54.32    
   9.000       51.31    
   10.00       47.77    
   11.00       43.78    
   12.00       39.48    
   13.00       35.03    
   14.00       30.62    
   15.00       26.41    
   16.00       22.57    
   17.00       19.22    
   18.00       16.43    
   19.00       14.24    
   20.00       12.62    
   21.00       11.53    
   22.00       10.87    
   23.00       10.55    
   24.00       10.45    
   25.00       10.46    
   26.00       10.50    
   27.00       10.47    
   28.00       10.34    
   29.00       10.05    
   30.00       9.609    
   31.00       9.020    
   32.00       8.307    
   33.00       7.509    
   34.00       6.665    
   35.00       5.817    
   36.00       5.004    
   37.00       4.259    
   38.00       3.607    
   39.00       3.064    
   40.00       2.637    
   41.00       2.325    
   42.00       2.120    
   43.00       2.009    
   44.00       1.973    
   45.00       1.994    
   46.00       2.052    
   47.00       2.129    
   48.00       2.209    
   49.00       2.278    
   50.00       2.326    
   51.00       2.347    
   52.00       2.337    
   53.00       2.295    
   54.00       2.222    
   55.00       2.123    
   56.00       2.002    
   57.00       1.865    
   58.00       1.717    
   59.00       1.564    
   60.00       1.411    
   61.00       1.263    
   62.00       1.123    
   63.00      0.9948    
   64.00      0.8789    
   65.00      0.7769    
   66.00      0.6887    
   67.00      0.6142    
   68.00      0.5525    
   69.00      0.5023    
   70.00      0.4623    
   71.00      0.4310    
   72.00      0.4069    
   73.00      0.3885    
   74.00      0.3746    
   75.00      0.3641    
   76.00      0.3559    
   77.00      0.3494    
   78.00      0.3438    
   79.00      0.3388    
   80.00      0.3340    
 END
