#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=1- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       25.57    
   1.000       25.56    
   2.000       25.50    
   3.000       25.37    
   4.000       25.14    
   5.000       24.76    
   6.000       24.18    
   7.000       23.39    
   8.000       22.36    
   9.000       21.09    
   10.00       19.61    
   11.00       17.95    
   12.00       16.18    
   13.00       14.37    
   14.00       12.57    
   15.00       10.86    
   16.00       9.299    
   17.00       7.935    
   18.00       6.798    
   19.00       5.901    
   20.00       5.239    
   21.00       4.789    
   22.00       4.519    
   23.00       4.386    
   24.00       4.344    
   25.00       4.348    
   26.00       4.359    
   27.00       4.346    
   28.00       4.285    
   29.00       4.164    
   30.00       3.980    
   31.00       3.737    
   32.00       3.445    
   33.00       3.117    
   34.00       2.771    
   35.00       2.423    
   36.00       2.089    
   37.00       1.782    
   38.00       1.512    
   39.00       1.287    
   40.00       1.110    
   41.00      0.9796    
   42.00      0.8933    
   43.00      0.8455    
   44.00      0.8290    
   45.00      0.8359    
   46.00      0.8585    
   47.00      0.8892    
   48.00      0.9214    
   49.00      0.9498    
   50.00      0.9700    
   51.00      0.9792    
   52.00      0.9759    
   53.00      0.9594    
   54.00      0.9305    
   55.00      0.8903    
   56.00      0.8408    
   57.00      0.7842    
   58.00      0.7231    
   59.00      0.6596    
   60.00      0.5962    
   61.00      0.5345    
   62.00      0.4760    
   63.00      0.4220    
   64.00      0.3731    
   65.00      0.3298    
   66.00      0.2922    
   67.00      0.2603    
   68.00      0.2337    
   69.00      0.2120    
   70.00      0.1947    
   71.00      0.1811    
   72.00      0.1707    
   73.00      0.1627    
   74.00      0.1567    
   75.00      0.1522    
   76.00      0.1487    
   77.00      0.1459    
   78.00      0.1437    
   79.00      0.1417    
   80.00      0.1398    
 END
