#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       9.838    
   1.000       9.804    
   2.000       9.703    
   3.000       9.531    
   4.000       9.289    
   5.000       8.975    
   6.000       8.590    
   7.000       8.137    
   8.000       7.621    
   9.000       7.052    
   10.00       6.445    
   11.00       5.816    
   12.00       5.185    
   13.00       4.573    
   14.00       4.000    
   15.00       3.483    
   16.00       3.037    
   17.00       2.671    
   18.00       2.388    
   19.00       2.186    
   20.00       2.060    
   21.00       1.999    
   22.00       1.989    
   23.00       2.016    
   24.00       2.065    
   25.00       2.120    
   26.00       2.170    
   27.00       2.203    
   28.00       2.211    
   29.00       2.190    
   30.00       2.139    
   31.00       2.057    
   32.00       1.949    
   33.00       1.819    
   34.00       1.673    
   35.00       1.518    
   36.00       1.358    
   37.00       1.200    
   38.00       1.049    
   39.00      0.9076    
   40.00      0.7791    
   41.00      0.6650    
   42.00      0.5661    
   43.00      0.4820    
   44.00      0.4122    
   45.00      0.3553    
   46.00      0.3097    
   47.00      0.2740    
   48.00      0.2465    
   49.00      0.2257    
   50.00      0.2103    
   51.00      0.1994    
   52.00      0.1920    
   53.00      0.1875    
   54.00      0.1855    
   55.00      0.1856    
   56.00      0.1875    
   57.00      0.1911    
   58.00      0.1961    
   59.00      0.2023    
   60.00      0.2094    
   61.00      0.2171    
   62.00      0.2251    
   63.00      0.2329    
   64.00      0.2401    
   65.00      0.2464    
   66.00      0.2512    
   67.00      0.2543    
   68.00      0.2553    
   69.00      0.2541    
   70.00      0.2505    
   71.00      0.2445    
   72.00      0.2362    
   73.00      0.2257    
   74.00      0.2131    
   75.00      0.1990    
   76.00      0.1835    
   77.00      0.1670    
   78.00      0.1501    
   79.00      0.1332    
   80.00      0.1165    
 END
