#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6025 keV Jpi=2- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       34.81    
   1.000       35.30    
   2.000       36.70    
   3.000       38.82    
   4.000       41.37    
   5.000       43.99    
   6.000       46.30    
   7.000       47.94    
   8.000       48.61    
   9.000       48.13    
   10.00       46.43    
   11.00       43.57    
   12.00       39.72    
   13.00       35.16    
   14.00       30.19    
   15.00       25.17    
   16.00       20.39    
   17.00       16.13    
   18.00       12.58    
   19.00       9.824    
   20.00       7.896    
   21.00       6.739    
   22.00       6.243    
   23.00       6.259    
   24.00       6.619    
   25.00       7.155    
   26.00       7.714    
   27.00       8.171    
   28.00       8.435    
   29.00       8.455    
   30.00       8.215    
   31.00       7.733    
   32.00       7.050    
   33.00       6.225    
   34.00       5.323    
   35.00       4.411    
   36.00       3.546    
   37.00       2.775    
   38.00       2.131    
   39.00       1.631    
   40.00       1.281    
   41.00       1.074    
   42.00      0.9925    
   43.00       1.014    
   44.00       1.113    
   45.00       1.261    
   46.00       1.432    
   47.00       1.602    
   48.00       1.752    
   49.00       1.866    
   50.00       1.937    
   51.00       1.960    
   52.00       1.936    
   53.00       1.870    
   54.00       1.768    
   55.00       1.639    
   56.00       1.493    
   57.00       1.337    
   58.00       1.181    
   59.00       1.031    
   60.00      0.8931    
   61.00      0.7698    
   62.00      0.6637    
   63.00      0.5756    
   64.00      0.5052    
   65.00      0.4510    
   66.00      0.4112    
   67.00      0.3834    
   68.00      0.3648    
   69.00      0.3531    
   70.00      0.3458    
   71.00      0.3408    
   72.00      0.3365    
   73.00      0.3318    
   74.00      0.3257    
   75.00      0.3179    
   76.00      0.3083    
   77.00      0.2971    
   78.00      0.2847    
   79.00      0.2714    
   80.00      0.2578    
 END
