#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7694 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.3517    
   1.000      0.3508    
   2.000      0.3483    
   3.000      0.3442    
   4.000      0.3388    
   5.000      0.3323    
   6.000      0.3251    
   7.000      0.3175    
   8.000      0.3099    
   9.000      0.3029    
   10.00      0.2970    
   11.00      0.2925    
   12.00      0.2899    
   13.00      0.2897    
   14.00      0.2921    
   15.00      0.2974    
   16.00      0.3058    
   17.00      0.3172    
   18.00      0.3315    
   19.00      0.3486    
   20.00      0.3680    
   21.00      0.3894    
   22.00      0.4123    
   23.00      0.4359    
   24.00      0.4596    
   25.00      0.4829    
   26.00      0.5048    
   27.00      0.5248    
   28.00      0.5422    
   29.00      0.5563    
   30.00      0.5665    
   31.00      0.5725    
   32.00      0.5738    
   33.00      0.5703    
   34.00      0.5620    
   35.00      0.5490    
   36.00      0.5315    
   37.00      0.5100    
   38.00      0.4850    
   39.00      0.4571    
   40.00      0.4270    
   41.00      0.3955    
   42.00      0.3633    
   43.00      0.3312    
   44.00      0.2998    
   45.00      0.2697    
   46.00      0.2415    
   47.00      0.2155    
   48.00      0.1921    
   49.00      0.1715    
   50.00      0.1538    
   51.00      0.1390    
   52.00      0.1269    
   53.00      0.1174    
   54.00      0.1103    
   55.00      0.1052    
   56.00      0.1018    
   57.00      0.9983E-01
   58.00      0.9887E-01
   59.00      0.9859E-01
   60.00      0.9871E-01
   61.00      0.9894E-01
   62.00      0.9906E-01
   63.00      0.9890E-01
   64.00      0.9834E-01
   65.00      0.9728E-01
   66.00      0.9569E-01
   67.00      0.9359E-01
   68.00      0.9099E-01
   69.00      0.8795E-01
   70.00      0.8457E-01
   71.00      0.8091E-01
   72.00      0.7706E-01
   73.00      0.7313E-01
   74.00      0.6919E-01
   75.00      0.6532E-01
   76.00      0.6158E-01
   77.00      0.5802E-01
   78.00      0.5469E-01
   79.00      0.5161E-01
   80.00      0.4879E-01
 END
