#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8425 keV Jpi=2- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.220    
   1.000       3.228    
   2.000       3.251    
   3.000       3.289    
   4.000       3.340    
   5.000       3.404    
   6.000       3.477    
   7.000       3.558    
   8.000       3.642    
   9.000       3.726    
   10.00       3.806    
   11.00       3.878    
   12.00       3.937    
   13.00       3.980    
   14.00       4.002    
   15.00       4.001    
   16.00       3.974    
   17.00       3.918    
   18.00       3.832    
   19.00       3.716    
   20.00       3.571    
   21.00       3.399    
   22.00       3.204    
   23.00       2.989    
   24.00       2.761    
   25.00       2.524    
   26.00       2.284    
   27.00       2.046    
   28.00       1.818    
   29.00       1.602    
   30.00       1.403    
   31.00       1.225    
   32.00       1.070    
   33.00      0.9378    
   34.00      0.8294    
   35.00      0.7434    
   36.00      0.6779    
   37.00      0.6304    
   38.00      0.5979    
   39.00      0.5773    
   40.00      0.5652    
   41.00      0.5587    
   42.00      0.5550    
   43.00      0.5517    
   44.00      0.5468    
   45.00      0.5389    
   46.00      0.5270    
   47.00      0.5108    
   48.00      0.4900    
   49.00      0.4652    
   50.00      0.4369    
   51.00      0.4059    
   52.00      0.3733    
   53.00      0.3400    
   54.00      0.3069    
   55.00      0.2749    
   56.00      0.2447    
   57.00      0.2168    
   58.00      0.1917    
   59.00      0.1695    
   60.00      0.1503    
   61.00      0.1341    
   62.00      0.1206    
   63.00      0.1097    
   64.00      0.1011    
   65.00      0.9423E-01
   66.00      0.8891E-01
   67.00      0.8475E-01
   68.00      0.8142E-01
   69.00      0.7865E-01
   70.00      0.7622E-01
   71.00      0.7398E-01
   72.00      0.7181E-01
   73.00      0.6967E-01
   74.00      0.6753E-01
   75.00      0.6541E-01
   76.00      0.6332E-01
   77.00      0.6129E-01
   78.00      0.5937E-01
   79.00      0.5756E-01
   80.00      0.5591E-01
 END
