#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=4- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.5455    
   1.000      0.5443    
   2.000      0.5406    
   3.000      0.5346    
   4.000      0.5267    
   5.000      0.5172    
   6.000      0.5067    
   7.000      0.4956    
   8.000      0.4847    
   9.000      0.4747    
   10.00      0.4661    
   11.00      0.4597    
   12.00      0.4560    
   13.00      0.4555    
   14.00      0.4586    
   15.00      0.4655    
   16.00      0.4763    
   17.00      0.4910    
   18.00      0.5093    
   19.00      0.5310    
   20.00      0.5555    
   21.00      0.5822    
   22.00      0.6105    
   23.00      0.6394    
   24.00      0.6681    
   25.00      0.6956    
   26.00      0.7211    
   27.00      0.7436    
   28.00      0.7622    
   29.00      0.7763    
   30.00      0.7852    
   31.00      0.7885    
   32.00      0.7859    
   33.00      0.7774    
   34.00      0.7629    
   35.00      0.7428    
   36.00      0.7174    
   37.00      0.6873    
   38.00      0.6530    
   39.00      0.6153    
   40.00      0.5751    
   41.00      0.5331    
   42.00      0.4904    
   43.00      0.4477    
   44.00      0.4060    
   45.00      0.3660    
   46.00      0.3284    
   47.00      0.2937    
   48.00      0.2624    
   49.00      0.2348    
   50.00      0.2109    
   51.00      0.1907    
   52.00      0.1742    
   53.00      0.1611    
   54.00      0.1510    
   55.00      0.1436    
   56.00      0.1385    
   57.00      0.1351    
   58.00      0.1331    
   59.00      0.1321    
   60.00      0.1316    
   61.00      0.1314    
   62.00      0.1311    
   63.00      0.1306    
   64.00      0.1296    
   65.00      0.1280    
   66.00      0.1257    
   67.00      0.1228    
   68.00      0.1193    
   69.00      0.1153    
   70.00      0.1108    
   71.00      0.1059    
   72.00      0.1008    
   73.00      0.9552E-01
   74.00      0.9025E-01
   75.00      0.8506E-01
   76.00      0.8003E-01
   77.00      0.7525E-01
   78.00      0.7077E-01
   79.00      0.6663E-01
   80.00      0.6285E-01
 END
