#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=2- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       50.65    
   1.000       50.68    
   2.000       50.75    
   3.000       50.79    
   4.000       50.69    
   5.000       50.31    
   6.000       49.52    
   7.000       48.21    
   8.000       46.31    
   9.000       43.80    
   10.00       40.70    
   11.00       37.10    
   12.00       33.15    
   13.00       29.00    
   14.00       24.85    
   15.00       20.88    
   16.00       17.26    
   17.00       14.11    
   18.00       11.52    
   19.00       9.533    
   20.00       8.127    
   21.00       7.254    
   22.00       6.828    
   23.00       6.745    
   24.00       6.892    
   25.00       7.157    
   26.00       7.443    
   27.00       7.669    
   28.00       7.779    
   29.00       7.738    
   30.00       7.535    
   31.00       7.179    
   32.00       6.691    
   33.00       6.105    
   34.00       5.458    
   35.00       4.792    
   36.00       4.140    
   37.00       3.533    
   38.00       2.994    
   39.00       2.538    
   40.00       2.170    
   41.00       1.889    
   42.00       1.689    
   43.00       1.559    
   44.00       1.483    
   45.00       1.448    
   46.00       1.438    
   47.00       1.440    
   48.00       1.444    
   49.00       1.441    
   50.00       1.426    
   51.00       1.395    
   52.00       1.349    
   53.00       1.290    
   54.00       1.219    
   55.00       1.142    
   56.00       1.061    
   57.00      0.9815    
   58.00      0.9067    
   59.00      0.8390    
   60.00      0.7804    
   61.00      0.7317    
   62.00      0.6929    
   63.00      0.6632    
   64.00      0.6411    
   65.00      0.6248    
   66.00      0.6123    
   67.00      0.6016    
   68.00      0.5905    
   69.00      0.5776    
   70.00      0.5615    
   71.00      0.5412    
   72.00      0.5164    
   73.00      0.4871    
   74.00      0.4537    
   75.00      0.4169    
   76.00      0.3777    
   77.00      0.3372    
   78.00      0.2967    
   79.00      0.2574    
   80.00      0.2204    
 END
