#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       26.10    
   1.000       26.05    
   2.000       25.89    
   3.000       25.61    
   4.000       25.16    
   5.000       24.54    
   6.000       23.71    
   7.000       22.66    
   8.000       21.39    
   9.000       19.92    
   10.00       18.29    
   11.00       16.55    
   12.00       14.74    
   13.00       12.94    
   14.00       11.22    
   15.00       9.623    
   16.00       8.212    
   17.00       7.023    
   18.00       6.079    
   19.00       5.383    
   20.00       4.922    
   21.00       4.668    
   22.00       4.582    
   23.00       4.618    
   24.00       4.728    
   25.00       4.867    
   26.00       4.993    
   27.00       5.077    
   28.00       5.096    
   29.00       5.039    
   30.00       4.900    
   31.00       4.685    
   32.00       4.403    
   33.00       4.069    
   34.00       3.699    
   35.00       3.310    
   36.00       2.920    
   37.00       2.543    
   38.00       2.190    
   39.00       1.870    
   40.00       1.589    
   41.00       1.347    
   42.00       1.146    
   43.00      0.9812    
   44.00      0.8503    
   45.00      0.7479    
   46.00      0.6690    
   47.00      0.6088    
   48.00      0.5627    
   49.00      0.5270    
   50.00      0.4988    
   51.00      0.4759    
   52.00      0.4571    
   53.00      0.4416    
   54.00      0.4293    
   55.00      0.4203    
   56.00      0.4149    
   57.00      0.4133    
   58.00      0.4156    
   59.00      0.4217    
   60.00      0.4313    
   61.00      0.4437    
   62.00      0.4581    
   63.00      0.4735    
   64.00      0.4887    
   65.00      0.5026    
   66.00      0.5140    
   67.00      0.5219    
   68.00      0.5253    
   69.00      0.5238    
   70.00      0.5168    
   71.00      0.5043    
   72.00      0.4864    
   73.00      0.4634    
   74.00      0.4359    
   75.00      0.4047    
   76.00      0.3706    
   77.00      0.3347    
   78.00      0.2980    
   79.00      0.2616    
   80.00      0.2263    
 END
