#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6025 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       23.18    
   1.000       23.40    
   2.000       24.03    
   3.000       24.97    
   4.000       26.07    
   5.000       27.14    
   6.000       27.99    
   7.000       28.45    
   8.000       28.37    
   9.000       27.67    
   10.00       26.34    
   11.00       24.41    
   12.00       22.00    
   13.00       19.26    
   14.00       16.35    
   15.00       13.47    
   16.00       10.78    
   17.00       8.420    
   18.00       6.477    
   19.00       5.006    
   20.00       4.013    
   21.00       3.463    
   22.00       3.290    
   23.00       3.406    
   24.00       3.715    
   25.00       4.119    
   26.00       4.531    
   27.00       4.881    
   28.00       5.119    
   29.00       5.215    
   30.00       5.161    
   31.00       4.966    
   32.00       4.651    
   33.00       4.246    
   34.00       3.783    
   35.00       3.297    
   36.00       2.816    
   37.00       2.366    
   38.00       1.965    
   39.00       1.624    
   40.00       1.348    
   41.00       1.135    
   42.00      0.9797    
   43.00      0.8730    
   44.00      0.8041    
   45.00      0.7617    
   46.00      0.7356    
   47.00      0.7169    
   48.00      0.6990    
   49.00      0.6775    
   50.00      0.6504    
   51.00      0.6172    
   52.00      0.5794    
   53.00      0.5391    
   54.00      0.4992    
   55.00      0.4627    
   56.00      0.4322    
   57.00      0.4098    
   58.00      0.3970    
   59.00      0.3942    
   60.00      0.4010    
   61.00      0.4164    
   62.00      0.4385    
   63.00      0.4651    
   64.00      0.4935    
   65.00      0.5212    
   66.00      0.5459    
   67.00      0.5653    
   68.00      0.5778    
   69.00      0.5822    
   70.00      0.5780    
   71.00      0.5651    
   72.00      0.5438    
   73.00      0.5150    
   74.00      0.4799    
   75.00      0.4399    
   76.00      0.3967    
   77.00      0.3518    
   78.00      0.3070    
   79.00      0.2635    
   80.00      0.2229    
 END
