#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8935 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       12.88    
   1.000       12.84    
   2.000       12.72    
   3.000       12.52    
   4.000       12.24    
   5.000       11.86    
   6.000       11.40    
   7.000       10.84    
   8.000       10.19    
   9.000       9.458    
   10.00       8.666    
   11.00       7.831    
   12.00       6.980    
   13.00       6.142    
   14.00       5.345    
   15.00       4.617    
   16.00       3.979    
   17.00       3.448    
   18.00       3.031    
   19.00       2.728    
   20.00       2.531    
   21.00       2.427    
   22.00       2.397    
   23.00       2.420    
   24.00       2.474    
   25.00       2.540    
   26.00       2.600    
   27.00       2.640    
   28.00       2.648    
   29.00       2.619    
   30.00       2.552    
   31.00       2.447    
   32.00       2.309    
   33.00       2.144    
   34.00       1.960    
   35.00       1.766    
   36.00       1.569    
   37.00       1.376    
   38.00       1.193    
   39.00       1.026    
   40.00      0.8754    
   41.00      0.7445    
   42.00      0.6331    
   43.00      0.5403    
   44.00      0.4647    
   45.00      0.4044    
   46.00      0.3570    
   47.00      0.3204    
   48.00      0.2924    
   49.00      0.2711    
   50.00      0.2549    
   51.00      0.2427    
   52.00      0.2335    
   53.00      0.2268    
   54.00      0.2223    
   55.00      0.2199    
   56.00      0.2195    
   57.00      0.2210    
   58.00      0.2244    
   59.00      0.2294    
   60.00      0.2358    
   61.00      0.2433    
   62.00      0.2515    
   63.00      0.2599    
   64.00      0.2680    
   65.00      0.2752    
   66.00      0.2810    
   67.00      0.2849    
   68.00      0.2864    
   69.00      0.2854    
   70.00      0.2814    
   71.00      0.2746    
   72.00      0.2650    
   73.00      0.2528    
   74.00      0.2382    
   75.00      0.2218    
   76.00      0.2039    
   77.00      0.1850    
   78.00      0.1655    
   79.00      0.1461    
   80.00      0.1272    
 END
