#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9538 keV Jpi=1- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       14.96    
   1.000       14.92    
   2.000       14.80    
   3.000       14.59    
   4.000       14.28    
   5.000       13.88    
   6.000       13.38    
   7.000       12.77    
   8.000       12.06    
   9.000       11.27    
   10.00       10.40    
   11.00       9.484    
   12.00       8.546    
   13.00       7.614    
   14.00       6.718    
   15.00       5.883    
   16.00       5.131    
   17.00       4.480    
   18.00       3.939    
   19.00       3.509    
   20.00       3.186    
   21.00       2.960    
   22.00       2.813    
   23.00       2.729    
   24.00       2.685    
   25.00       2.664    
   26.00       2.647    
   27.00       2.620    
   28.00       2.573    
   29.00       2.499    
   30.00       2.395    
   31.00       2.263    
   32.00       2.106    
   33.00       1.932    
   34.00       1.746    
   35.00       1.558    
   36.00       1.375    
   37.00       1.204    
   38.00       1.050    
   39.00      0.9166    
   40.00      0.8073    
   41.00      0.7223    
   42.00      0.6608    
   43.00      0.6208    
   44.00      0.5993    
   45.00      0.5929    
   46.00      0.5976    
   47.00      0.6096    
   48.00      0.6252    
   49.00      0.6411    
   50.00      0.6546    
   51.00      0.6636    
   52.00      0.6667    
   53.00      0.6629    
   54.00      0.6519    
   55.00      0.6340    
   56.00      0.6097    
   57.00      0.5799    
   58.00      0.5456    
   59.00      0.5082    
   60.00      0.4687    
   61.00      0.4284    
   62.00      0.3884    
   63.00      0.3494    
   64.00      0.3124    
   65.00      0.2780    
   66.00      0.2465    
   67.00      0.2183    
   68.00      0.1935    
   69.00      0.1721    
   70.00      0.1541    
   71.00      0.1392    
   72.00      0.1271    
   73.00      0.1177    
   74.00      0.1106    
   75.00      0.1055    
   76.00      0.1020    
   77.00      0.9988E-01
   78.00      0.9880E-01
   79.00      0.9849E-01
   80.00      0.9872E-01
 END
