#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       18.94    
   1.000       18.89    
   2.000       18.71    
   3.000       18.42    
   4.000       18.00    
   5.000       17.44    
   6.000       16.74    
   7.000       15.91    
   8.000       14.94    
   9.000       13.86    
   10.00       12.68    
   11.00       11.46    
   12.00       10.21    
   13.00       8.995    
   14.00       7.845    
   15.00       6.799    
   16.00       5.887    
   17.00       5.131    
   18.00       4.539    
   19.00       4.110    
   20.00       3.834    
   21.00       3.691    
   22.00       3.655    
   23.00       3.695    
   24.00       3.782    
   25.00       3.886    
   26.00       3.980    
   27.00       4.043    
   28.00       4.060    
   29.00       4.021    
   30.00       3.923    
   31.00       3.768    
   32.00       3.563    
   33.00       3.316    
   34.00       3.041    
   35.00       2.747    
   36.00       2.449    
   37.00       2.155    
   38.00       1.875    
   39.00       1.616    
   40.00       1.382    
   41.00       1.177    
   42.00       1.000    
   43.00      0.8524    
   44.00      0.7307    
   45.00      0.6328    
   46.00      0.5552    
   47.00      0.4949    
   48.00      0.4487    
   49.00      0.4136    
   50.00      0.3874    
   51.00      0.3682    
   52.00      0.3545    
   53.00      0.3453    
   54.00      0.3399    
   55.00      0.3380    
   56.00      0.3392    
   57.00      0.3434    
   58.00      0.3502    
   59.00      0.3595    
   60.00      0.3709    
   61.00      0.3837    
   62.00      0.3973    
   63.00      0.4109    
   64.00      0.4239    
   65.00      0.4353    
   66.00      0.4443    
   67.00      0.4503    
   68.00      0.4526    
   69.00      0.4509    
   70.00      0.4448    
   71.00      0.4343    
   72.00      0.4194    
   73.00      0.4005    
   74.00      0.3780    
   75.00      0.3524    
   76.00      0.3244    
   77.00      0.2948    
   78.00      0.2644    
   79.00      0.2339    
   80.00      0.2040    
 END
