#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9419 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       20.38    
   1.000       20.33    
   2.000       20.18    
   3.000       19.93    
   4.000       19.57    
   5.000       19.08    
   6.000       18.47    
   7.000       17.71    
   8.000       16.82    
   9.000       15.81    
   10.00       14.70    
   11.00       13.51    
   12.00       12.28    
   13.00       11.06    
   14.00       9.884    
   15.00       8.794    
   16.00       7.821    
   17.00       6.989    
   18.00       6.311    
   19.00       5.787    
   20.00       5.409    
   21.00       5.159    
   22.00       5.014    
   23.00       4.947    
   24.00       4.928    
   25.00       4.928    
   26.00       4.923    
   27.00       4.891    
   28.00       4.817    
   29.00       4.692    
   30.00       4.514    
   31.00       4.284    
   32.00       4.011    
   33.00       3.703    
   34.00       3.374    
   35.00       3.036    
   36.00       2.702    
   37.00       2.381    
   38.00       2.084    
   39.00       1.817    
   40.00       1.584    
   41.00       1.386    
   42.00       1.224    
   43.00       1.095    
   44.00      0.9960    
   45.00      0.9226    
   46.00      0.8699    
   47.00      0.8330    
   48.00      0.8074    
   49.00      0.7890    
   50.00      0.7745    
   51.00      0.7611    
   52.00      0.7470    
   53.00      0.7312    
   54.00      0.7129    
   55.00      0.6921    
   56.00      0.6693    
   57.00      0.6450    
   58.00      0.6201    
   59.00      0.5954    
   60.00      0.5714    
   61.00      0.5490    
   62.00      0.5284    
   63.00      0.5099    
   64.00      0.4935    
   65.00      0.4790    
   66.00      0.4662    
   67.00      0.4547    
   68.00      0.4442    
   69.00      0.4342    
   70.00      0.4242    
   71.00      0.4139    
   72.00      0.4030    
   73.00      0.3910    
   74.00      0.3780    
   75.00      0.3637    
   76.00      0.3482    
   77.00      0.3317    
   78.00      0.3142    
   79.00      0.2961    
   80.00      0.2775    
 END
