#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9669 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       32.67    
   1.000       32.57    
   2.000       32.29    
   3.000       31.80    
   4.000       31.11    
   5.000       30.20    
   6.000       29.06    
   7.000       27.70    
   8.000       26.14    
   9.000       24.39    
   10.00       22.49    
   11.00       20.51    
   12.00       18.48    
   13.00       16.47    
   14.00       14.54    
   15.00       12.75    
   16.00       11.15    
   17.00       9.753    
   18.00       8.597    
   19.00       7.680    
   20.00       6.991    
   21.00       6.506    
   22.00       6.192    
   23.00       6.008    
   24.00       5.911    
   25.00       5.861    
   26.00       5.820    
   27.00       5.758    
   28.00       5.652    
   29.00       5.488    
   30.00       5.262    
   31.00       4.975    
   32.00       4.636    
   33.00       4.257    
   34.00       3.855    
   35.00       3.447    
   36.00       3.049    
   37.00       2.676    
   38.00       2.339    
   39.00       2.049    
   40.00       1.809    
   41.00       1.621    
   42.00       1.485    
   43.00       1.395    
   44.00       1.346    
   45.00       1.329    
   46.00       1.338    
   47.00       1.362    
   48.00       1.396    
   49.00       1.430    
   50.00       1.460    
   51.00       1.481    
   52.00       1.488    
   53.00       1.481    
   54.00       1.458    
   55.00       1.420    
   56.00       1.368    
   57.00       1.304    
   58.00       1.229    
   59.00       1.147    
   60.00       1.060    
   61.00      0.9711    
   62.00      0.8820    
   63.00      0.7950    
   64.00      0.7119    
   65.00      0.6341    
   66.00      0.5628    
   67.00      0.4985    
   68.00      0.4417    
   69.00      0.3924    
   70.00      0.3506    
   71.00      0.3158    
   72.00      0.2876    
   73.00      0.2655    
   74.00      0.2487    
   75.00      0.2365    
   76.00      0.2282    
   77.00      0.2232    
   78.00      0.2207    
   79.00      0.2201    
   80.00      0.2209    
 END
