#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9405 keV Jpi=2- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       14.67    
   1.000       14.63    
   2.000       14.53    
   3.000       14.35    
   4.000       14.09    
   5.000       13.74    
   6.000       13.30    
   7.000       12.76    
   8.000       12.12    
   9.000       11.39    
   10.00       10.59    
   11.00       9.733    
   12.00       8.849    
   13.00       7.968    
   14.00       7.119    
   15.00       6.332    
   16.00       5.630    
   17.00       5.029    
   18.00       4.538    
   19.00       4.159    
   20.00       3.886    
   21.00       3.706    
   22.00       3.601    
   23.00       3.552    
   24.00       3.538    
   25.00       3.538    
   26.00       3.534    
   27.00       3.511    
   28.00       3.459    
   29.00       3.369    
   30.00       3.241    
   31.00       3.076    
   32.00       2.879    
   33.00       2.658    
   34.00       2.421    
   35.00       2.179    
   36.00       1.938    
   37.00       1.708    
   38.00       1.495    
   39.00       1.303    
   40.00       1.135    
   41.00      0.9934    
   42.00      0.8771    
   43.00      0.7849    
   44.00      0.7141    
   45.00      0.6616    
   46.00      0.6240    
   47.00      0.5978    
   48.00      0.5796    
   49.00      0.5665    
   50.00      0.5560    
   51.00      0.5464    
   52.00      0.5362    
   53.00      0.5247    
   54.00      0.5115    
   55.00      0.4965    
   56.00      0.4801    
   57.00      0.4626    
   58.00      0.4447    
   59.00      0.4268    
   60.00      0.4096    
   61.00      0.3934    
   62.00      0.3785    
   63.00      0.3652    
   64.00      0.3534    
   65.00      0.3430    
   66.00      0.3338    
   67.00      0.3257    
   68.00      0.3182    
   69.00      0.3110    
   70.00      0.3039    
   71.00      0.2966    
   72.00      0.2888    
   73.00      0.2802    
   74.00      0.2709    
   75.00      0.2607    
   76.00      0.2496    
   77.00      0.2378    
   78.00      0.2253    
   79.00      0.2123    
   80.00      0.1990    
 END
