#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9603 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.244    
   1.000       4.247    
   2.000       4.256    
   3.000       4.271    
   4.000       4.290    
   5.000       4.314    
   6.000       4.339    
   7.000       4.365    
   8.000       4.388    
   9.000       4.405    
   10.00       4.415    
   11.00       4.414    
   12.00       4.400    
   13.00       4.372    
   14.00       4.327    
   15.00       4.264    
   16.00       4.182    
   17.00       4.080    
   18.00       3.957    
   19.00       3.812    
   20.00       3.649    
   21.00       3.467    
   22.00       3.270    
   23.00       3.061    
   24.00       2.845    
   25.00       2.624    
   26.00       2.403    
   27.00       2.186    
   28.00       1.976    
   29.00       1.777    
   30.00       1.593    
   31.00       1.425    
   32.00       1.275    
   33.00       1.144    
   34.00       1.032    
   35.00      0.9388    
   36.00      0.8630    
   37.00      0.8027    
   38.00      0.7560    
   39.00      0.7204    
   40.00      0.6936    
   41.00      0.6731    
   42.00      0.6569    
   43.00      0.6428    
   44.00      0.6292    
   45.00      0.6145    
   46.00      0.5978    
   47.00      0.5783    
   48.00      0.5557    
   49.00      0.5300    
   50.00      0.5015    
   51.00      0.4707    
   52.00      0.4382    
   53.00      0.4048    
   54.00      0.3712    
   55.00      0.3381    
   56.00      0.3062    
   57.00      0.2761    
   58.00      0.2481    
   59.00      0.2225    
   60.00      0.1996    
   61.00      0.1794    
   62.00      0.1620    
   63.00      0.1470    
   64.00      0.1345    
   65.00      0.1240    
   66.00      0.1153    
   67.00      0.1081    
   68.00      0.1021    
   69.00      0.9698E-01
   70.00      0.9257E-01
   71.00      0.8863E-01
   72.00      0.8501E-01
   73.00      0.8158E-01
   74.00      0.7829E-01
   75.00      0.7508E-01
   76.00      0.7197E-01
   77.00      0.6897E-01
   78.00      0.6612E-01
   79.00      0.6347E-01
   80.00      0.6105E-01
 END
