#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9603 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.31    
   1.000       11.32    
   2.000       11.36    
   3.000       11.41    
   4.000       11.48    
   5.000       11.56    
   6.000       11.65    
   7.000       11.73    
   8.000       11.79    
   9.000       11.84    
   10.00       11.85    
   11.00       11.83    
   12.00       11.76    
   13.00       11.64    
   14.00       11.46    
   15.00       11.23    
   16.00       10.95    
   17.00       10.60    
   18.00       10.20    
   19.00       9.750    
   20.00       9.252    
   21.00       8.716    
   22.00       8.149    
   23.00       7.562    
   24.00       6.965    
   25.00       6.370    
   26.00       5.787    
   27.00       5.226    
   28.00       4.695    
   29.00       4.202    
   30.00       3.753    
   31.00       3.352    
   32.00       3.002    
   33.00       2.702    
   34.00       2.452    
   35.00       2.249    
   36.00       2.088    
   37.00       1.965    
   38.00       1.871    
   39.00       1.802    
   40.00       1.750    
   41.00       1.709    
   42.00       1.674    
   43.00       1.640    
   44.00       1.602    
   45.00       1.559    
   46.00       1.508    
   47.00       1.447    
   48.00       1.378    
   49.00       1.300    
   50.00       1.215    
   51.00       1.124    
   52.00       1.031    
   53.00      0.9363    
   54.00      0.8434    
   55.00      0.7541    
   56.00      0.6701    
   57.00      0.5929    
   58.00      0.5234    
   59.00      0.4624    
   60.00      0.4099    
   61.00      0.3660    
   62.00      0.3303    
   63.00      0.3020    
   64.00      0.2805    
   65.00      0.2645    
   66.00      0.2531    
   67.00      0.2452    
   68.00      0.2397    
   69.00      0.2357    
   70.00      0.2323    
   71.00      0.2289    
   72.00      0.2251    
   73.00      0.2204    
   74.00      0.2149    
   75.00      0.2083    
   76.00      0.2009    
   77.00      0.1927    
   78.00      0.1839    
   79.00      0.1748    
   80.00      0.1657    
 END
