#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 5903 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.47    
   1.000       11.64    
   2.000       12.13    
   3.000       12.88    
   4.000       13.78    
   5.000       14.72    
   6.000       15.55    
   7.000       16.15    
   8.000       16.43    
   9.000       16.31    
   10.00       15.78    
   11.00       14.85    
   12.00       13.58    
   13.00       12.06    
   14.00       10.40    
   15.00       8.702    
   16.00       7.079    
   17.00       5.618    
   18.00       4.385    
   19.00       3.419    
   20.00       2.729    
   21.00       2.302    
   22.00       2.102    
   23.00       2.081    
   24.00       2.183    
   25.00       2.351    
   26.00       2.535    
   27.00       2.692    
   28.00       2.791    
   29.00       2.816    
   30.00       2.760    
   31.00       2.629    
   32.00       2.433    
   33.00       2.192    
   34.00       1.924    
   35.00       1.649    
   36.00       1.385    
   37.00       1.145    
   38.00      0.9403    
   39.00      0.7767    
   40.00      0.6556    
   41.00      0.5752    
   42.00      0.5306    
   43.00      0.5148    
   44.00      0.5199    
   45.00      0.5377    
   46.00      0.5608    
   47.00      0.5826    
   48.00      0.5983    
   49.00      0.6046    
   50.00      0.5998    
   51.00      0.5837    
   52.00      0.5574    
   53.00      0.5225    
   54.00      0.4818    
   55.00      0.4378    
   56.00      0.3933    
   57.00      0.3509    
   58.00      0.3125    
   59.00      0.2799    
   60.00      0.2540    
   61.00      0.2352    
   62.00      0.2233    
   63.00      0.2176    
   64.00      0.2174    
   65.00      0.2212    
   66.00      0.2278    
   67.00      0.2358    
   68.00      0.2439    
   69.00      0.2511    
   70.00      0.2565    
   71.00      0.2594    
   72.00      0.2593    
   73.00      0.2561    
   74.00      0.2497    
   75.00      0.2405    
   76.00      0.2287    
   77.00      0.2149    
   78.00      0.1994    
   79.00      0.1830    
   80.00      0.1661    
 END
