#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       8.661    
   1.000       8.641    
   2.000       8.579    
   3.000       8.474    
   4.000       8.320    
   5.000       8.114    
   6.000       7.851    
   7.000       7.530    
   8.000       7.151    
   9.000       6.720    
   10.00       6.246    
   11.00       5.740    
   12.00       5.219    
   13.00       4.701    
   14.00       4.202    
   15.00       3.739    
   16.00       3.327    
   17.00       2.974    
   18.00       2.686    
   19.00       2.464    
   20.00       2.304    
   21.00       2.199    
   22.00       2.138    
   23.00       2.109    
   24.00       2.101    
   25.00       2.102    
   26.00       2.099    
   27.00       2.085    
   28.00       2.054    
   29.00       2.001    
   30.00       1.925    
   31.00       1.827    
   32.00       1.710    
   33.00       1.580    
   34.00       1.439    
   35.00       1.295    
   36.00       1.153    
   37.00       1.016    
   38.00      0.8898    
   39.00      0.7759    
   40.00      0.6763    
   41.00      0.5920    
   42.00      0.5227    
   43.00      0.4676    
   44.00      0.4253    
   45.00      0.3939    
   46.00      0.3713    
   47.00      0.3555    
   48.00      0.3445    
   49.00      0.3366    
   50.00      0.3303    
   51.00      0.3246    
   52.00      0.3186    
   53.00      0.3118    
   54.00      0.3040    
   55.00      0.2952    
   56.00      0.2856    
   57.00      0.2753    
   58.00      0.2648    
   59.00      0.2543    
   60.00      0.2442    
   61.00      0.2347    
   62.00      0.2259    
   63.00      0.2179    
   64.00      0.2109    
   65.00      0.2047    
   66.00      0.1992    
   67.00      0.1943    
   68.00      0.1898    
   69.00      0.1855    
   70.00      0.1813    
   71.00      0.1769    
   72.00      0.1721    
   73.00      0.1670    
   74.00      0.1614    
   75.00      0.1553    
   76.00      0.1487    
   77.00      0.1416    
   78.00      0.1342    
   79.00      0.1265    
   80.00      0.1185    
 END
