#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9092 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       23.91    
   1.000       23.87    
   2.000       23.74    
   3.000       23.51    
   4.000       23.15    
   5.000       22.66    
   6.000       22.01    
   7.000       21.18    
   8.000       20.18    
   9.000       19.01    
   10.00       17.70    
   11.00       16.27    
   12.00       14.78    
   13.00       13.28    
   14.00       11.82    
   15.00       10.45    
   16.00       9.223    
   17.00       8.161    
   18.00       7.286    
   19.00       6.605    
   20.00       6.109    
   21.00       5.778    
   22.00       5.584    
   23.00       5.492    
   24.00       5.465    
   25.00       5.468    
   26.00       5.469    
   27.00       5.440    
   28.00       5.363    
   29.00       5.226    
   30.00       5.026    
   31.00       4.765    
   32.00       4.453    
   33.00       4.101    
   34.00       3.724    
   35.00       3.337    
   36.00       2.956    
   37.00       2.592    
   38.00       2.258    
   39.00       1.959    
   40.00       1.701    
   41.00       1.485    
   42.00       1.311    
   43.00       1.175    
   44.00       1.073    
   45.00      0.9999    
   46.00      0.9492    
   47.00      0.9150    
   48.00      0.8920    
   49.00      0.8754    
   50.00      0.8614    
   51.00      0.8471    
   52.00      0.8305    
   53.00      0.8106    
   54.00      0.7872    
   55.00      0.7605    
   56.00      0.7313    
   57.00      0.7005    
   58.00      0.6692    
   59.00      0.6386    
   60.00      0.6096    
   61.00      0.5829    
   62.00      0.5589    
   63.00      0.5380    
   64.00      0.5200    
   65.00      0.5049    
   66.00      0.4920    
   67.00      0.4811    
   68.00      0.4713    
   69.00      0.4622    
   70.00      0.4531    
   71.00      0.4436    
   72.00      0.4331    
   73.00      0.4214    
   74.00      0.4082    
   75.00      0.3934    
   76.00      0.3771    
   77.00      0.3593    
   78.00      0.3404    
   79.00      0.3205    
   80.00      0.3000    
 END
