#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9454 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       19.64    
   1.000       19.59    
   2.000       19.46    
   3.000       19.23    
   4.000       18.88    
   5.000       18.42    
   6.000       17.83    
   7.000       17.10    
   8.000       16.24    
   9.000       15.26    
   10.00       14.19    
   11.00       13.05    
   12.00       11.87    
   13.00       10.70    
   14.00       9.569    
   15.00       8.522    
   16.00       7.586    
   17.00       6.784    
   18.00       6.128    
   19.00       5.622    
   20.00       5.257    
   21.00       5.017    
   22.00       4.880    
   23.00       4.817    
   24.00       4.801    
   25.00       4.803    
   26.00       4.800    
   27.00       4.769    
   28.00       4.699    
   29.00       4.578    
   30.00       4.406    
   31.00       4.185    
   32.00       3.920    
   33.00       3.622    
   34.00       3.303    
   35.00       2.974    
   36.00       2.649    
   37.00       2.336    
   38.00       2.046    
   39.00       1.784    
   40.00       1.556    
   41.00       1.361    
   42.00       1.202    
   43.00       1.075    
   44.00      0.9766    
   45.00      0.9037    
   46.00      0.8511    
   47.00      0.8143    
   48.00      0.7888    
   49.00      0.7705    
   50.00      0.7562    
   51.00      0.7432    
   52.00      0.7296    
   53.00      0.7144    
   54.00      0.6968    
   55.00      0.6770    
   56.00      0.6552    
   57.00      0.6320    
   58.00      0.6082    
   59.00      0.5845    
   60.00      0.5615    
   61.00      0.5399    
   62.00      0.5199    
   63.00      0.5020    
   64.00      0.4860    
   65.00      0.4719    
   66.00      0.4595    
   67.00      0.4483    
   68.00      0.4381    
   69.00      0.4283    
   70.00      0.4185    
   71.00      0.4084    
   72.00      0.3975    
   73.00      0.3858    
   74.00      0.3729    
   75.00      0.3589    
   76.00      0.3437    
   77.00      0.3274    
   78.00      0.3103    
   79.00      0.2925    
   80.00      0.2742    
 END
