#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.582    
   1.000       4.586    
   2.000       4.600    
   3.000       4.621    
   4.000       4.650    
   5.000       4.684    
   6.000       4.721    
   7.000       4.758    
   8.000       4.794    
   9.000       4.826    
   10.00       4.850    
   11.00       4.865    
   12.00       4.867    
   13.00       4.855    
   14.00       4.824    
   15.00       4.773    
   16.00       4.699    
   17.00       4.600    
   18.00       4.474    
   19.00       4.321    
   20.00       4.142    
   21.00       3.939    
   22.00       3.717    
   23.00       3.478    
   24.00       3.228    
   25.00       2.972    
   26.00       2.715    
   27.00       2.463    
   28.00       2.218    
   29.00       1.987    
   30.00       1.771    
   31.00       1.575    
   32.00       1.400    
   33.00       1.247    
   34.00       1.118    
   35.00       1.011    
   36.00      0.9249    
   37.00      0.8577    
   38.00      0.8065    
   39.00      0.7683    
   40.00      0.7401    
   41.00      0.7188    
   42.00      0.7019    
   43.00      0.6870    
   44.00      0.6723    
   45.00      0.6563    
   46.00      0.6378    
   47.00      0.6161    
   48.00      0.5909    
   49.00      0.5622    
   50.00      0.5302    
   51.00      0.4955    
   52.00      0.4589    
   53.00      0.4214    
   54.00      0.3839    
   55.00      0.3473    
   56.00      0.3125    
   57.00      0.2800    
   58.00      0.2502    
   59.00      0.2236    
   60.00      0.2000    
   61.00      0.1796    
   62.00      0.1623    
   63.00      0.1476    
   64.00      0.1355    
   65.00      0.1256    
   66.00      0.1175    
   67.00      0.1110    
   68.00      0.1055    
   69.00      0.1008    
   70.00      0.9669E-01
   71.00      0.9286E-01
   72.00      0.8918E-01
   73.00      0.8558E-01
   74.00      0.8200E-01
   75.00      0.7847E-01
   76.00      0.7504E-01
   77.00      0.7175E-01
   78.00      0.6869E-01
   79.00      0.6590E-01
   80.00      0.6343E-01
 END
