#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9454 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.39    
   1.000       10.41    
   2.000       10.47    
   3.000       10.58    
   4.000       10.71    
   5.000       10.87    
   6.000       11.06    
   7.000       11.25    
   8.000       11.44    
   9.000       11.61    
   10.00       11.76    
   11.00       11.87    
   12.00       11.93    
   13.00       11.94    
   14.00       11.87    
   15.00       11.74    
   16.00       11.53    
   17.00       11.24    
   18.00       10.88    
   19.00       10.45    
   20.00       9.949    
   21.00       9.391    
   22.00       8.784    
   23.00       8.141    
   24.00       7.476    
   25.00       6.803    
   26.00       6.136    
   27.00       5.489    
   28.00       4.874    
   29.00       4.301    
   30.00       3.779    
   31.00       3.313    
   32.00       2.908    
   33.00       2.564    
   34.00       2.281    
   35.00       2.056    
   36.00       1.885    
   37.00       1.760    
   38.00       1.674    
   39.00       1.619    
   40.00       1.586    
   41.00       1.569    
   42.00       1.559    
   43.00       1.551    
   44.00       1.540    
   45.00       1.522    
   46.00       1.494    
   47.00       1.455    
   48.00       1.404    
   49.00       1.342    
   50.00       1.269    
   51.00       1.188    
   52.00       1.100    
   53.00       1.010    
   54.00      0.9178    
   55.00      0.8277    
   56.00      0.7413    
   57.00      0.6603    
   58.00      0.5861    
   59.00      0.5193    
   60.00      0.4603    
   61.00      0.4092    
   62.00      0.3656    
   63.00      0.3293    
   64.00      0.2994    
   65.00      0.2752    
   66.00      0.2558    
   67.00      0.2403    
   68.00      0.2277    
   69.00      0.2172    
   70.00      0.2079    
   71.00      0.1994    
   72.00      0.1912    
   73.00      0.1830    
   74.00      0.1750    
   75.00      0.1669    
   76.00      0.1589    
   77.00      0.1512    
   78.00      0.1438    
   79.00      0.1369    
   80.00      0.1307    
 END
