#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9603 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.16    
   1.000       10.18    
   2.000       10.24    
   3.000       10.33    
   4.000       10.45    
   5.000       10.60    
   6.000       10.77    
   7.000       10.94    
   8.000       11.11    
   9.000       11.27    
   10.00       11.40    
   11.00       11.49    
   12.00       11.53    
   13.00       11.52    
   14.00       11.45    
   15.00       11.31    
   16.00       11.10    
   17.00       10.82    
   18.00       10.46    
   19.00       10.04    
   20.00       9.555    
   21.00       9.016    
   22.00       8.432    
   23.00       7.816    
   24.00       7.179    
   25.00       6.536    
   26.00       5.899    
   27.00       5.282    
   28.00       4.696    
   29.00       4.151    
   30.00       3.653    
   31.00       3.210    
   32.00       2.823    
   33.00       2.495    
   34.00       2.225    
   35.00       2.009    
   36.00       1.843    
   37.00       1.722    
   38.00       1.638    
   39.00       1.584    
   40.00       1.551    
   41.00       1.533    
   42.00       1.523    
   43.00       1.515    
   44.00       1.503    
   45.00       1.485    
   46.00       1.458    
   47.00       1.420    
   48.00       1.372    
   49.00       1.312    
   50.00       1.243    
   51.00       1.165    
   52.00       1.082    
   53.00      0.9947    
   54.00      0.9063    
   55.00      0.8190    
   56.00      0.7348    
   57.00      0.6556    
   58.00      0.5826    
   59.00      0.5167    
   60.00      0.4582    
   61.00      0.4074    
   62.00      0.3638    
   63.00      0.3272    
   64.00      0.2968    
   65.00      0.2720    
   66.00      0.2519    
   67.00      0.2356    
   68.00      0.2225    
   69.00      0.2115    
   70.00      0.2021    
   71.00      0.1937    
   72.00      0.1857    
   73.00      0.1778    
   74.00      0.1701    
   75.00      0.1623    
   76.00      0.1546    
   77.00      0.1471    
   78.00      0.1400    
   79.00      0.1334    
   80.00      0.1274    
 END
