#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9603 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.5134    
   1.000      0.5128    
   2.000      0.5109    
   3.000      0.5076    
   4.000      0.5026    
   5.000      0.4959    
   6.000      0.4877    
   7.000      0.4783    
   8.000      0.4685    
   9.000      0.4589    
   10.00      0.4501    
   11.00      0.4428    
   12.00      0.4371    
   13.00      0.4332    
   14.00      0.4311    
   15.00      0.4309    
   16.00      0.4326    
   17.00      0.4364    
   18.00      0.4423    
   19.00      0.4502    
   20.00      0.4601    
   21.00      0.4714    
   22.00      0.4837    
   23.00      0.4961    
   24.00      0.5081    
   25.00      0.5189    
   26.00      0.5280    
   27.00      0.5352    
   28.00      0.5403    
   29.00      0.5431    
   30.00      0.5436    
   31.00      0.5417    
   32.00      0.5372    
   33.00      0.5299    
   34.00      0.5195    
   35.00      0.5058    
   36.00      0.4889    
   37.00      0.4688    
   38.00      0.4460    
   39.00      0.4210    
   40.00      0.3946    
   41.00      0.3674    
   42.00      0.3402    
   43.00      0.3136    
   44.00      0.2880    
   45.00      0.2637    
   46.00      0.2407    
   47.00      0.2192    
   48.00      0.1992    
   49.00      0.1808    
   50.00      0.1641    
   51.00      0.1493    
   52.00      0.1365    
   53.00      0.1259    
   54.00      0.1174    
   55.00      0.1109    
   56.00      0.1062    
   57.00      0.1029    
   58.00      0.1007    
   59.00      0.9912E-01
   60.00      0.9783E-01
   61.00      0.9660E-01
   62.00      0.9527E-01
   63.00      0.9381E-01
   64.00      0.9222E-01
   65.00      0.9053E-01
   66.00      0.8878E-01
   67.00      0.8694E-01
   68.00      0.8498E-01
   69.00      0.8280E-01
   70.00      0.8033E-01
   71.00      0.7750E-01
   72.00      0.7430E-01
   73.00      0.7078E-01
   74.00      0.6701E-01
   75.00      0.6313E-01
   76.00      0.5927E-01
   77.00      0.5556E-01
   78.00      0.5210E-01
   79.00      0.4893E-01
   80.00      0.4608E-01
 END
