#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8764 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.4712    
   1.000      0.4703    
   2.000      0.4674    
   3.000      0.4627    
   4.000      0.4565    
   5.000      0.4490    
   6.000      0.4407    
   7.000      0.4319    
   8.000      0.4231    
   9.000      0.4148    
   10.00      0.4075    
   11.00      0.4016    
   12.00      0.3975    
   13.00      0.3956    
   14.00      0.3961    
   15.00      0.3993    
   16.00      0.4052    
   17.00      0.4137    
   18.00      0.4248    
   19.00      0.4382    
   20.00      0.4535    
   21.00      0.4703    
   22.00      0.4880    
   23.00      0.5061    
   24.00      0.5240    
   25.00      0.5409    
   26.00      0.5564    
   27.00      0.5698    
   28.00      0.5806    
   29.00      0.5883    
   30.00      0.5926    
   31.00      0.5931    
   32.00      0.5897    
   33.00      0.5823    
   34.00      0.5709    
   35.00      0.5555    
   36.00      0.5366    
   37.00      0.5143    
   38.00      0.4891    
   39.00      0.4615    
   40.00      0.4321    
   41.00      0.4016    
   42.00      0.3705    
   43.00      0.3394    
   44.00      0.3091    
   45.00      0.2800    
   46.00      0.2526    
   47.00      0.2272    
   48.00      0.2042    
   49.00      0.1837    
   50.00      0.1659    
   51.00      0.1507    
   52.00      0.1380    
   53.00      0.1277    
   54.00      0.1195    
   55.00      0.1133    
   56.00      0.1087    
   57.00      0.1055    
   58.00      0.1033    
   59.00      0.1019    
   60.00      0.1010    
   61.00      0.1004    
   62.00      0.9982E-01
   63.00      0.9914E-01
   64.00      0.9820E-01
   65.00      0.9691E-01
   66.00      0.9521E-01
   67.00      0.9307E-01
   68.00      0.9050E-01
   69.00      0.8754E-01
   70.00      0.8423E-01
   71.00      0.8064E-01
   72.00      0.7685E-01
   73.00      0.7293E-01
   74.00      0.6897E-01
   75.00      0.6504E-01
   76.00      0.6121E-01
   77.00      0.5753E-01
   78.00      0.5405E-01
   79.00      0.5082E-01
   80.00      0.4785E-01
 END
