#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8425 keV Jpi=2- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       41.61    
   1.000       41.57    
   2.000       41.43    
   3.000       41.16    
   4.000       40.72    
   5.000       40.03    
   6.000       39.06    
   7.000       37.75    
   8.000       36.07    
   9.000       34.02    
   10.00       31.64    
   11.00       28.98    
   12.00       26.13    
   13.00       23.20    
   14.00       20.30    
   15.00       17.55    
   16.00       15.04    
   17.00       12.85    
   18.00       11.02    
   19.00       9.586    
   20.00       8.524    
   21.00       7.801    
   22.00       7.361    
   23.00       7.138    
   24.00       7.060    
   25.00       7.058    
   26.00       7.069    
   27.00       7.044    
   28.00       6.946    
   29.00       6.754    
   30.00       6.459    
   31.00       6.069    
   32.00       5.598    
   33.00       5.070    
   34.00       4.511    
   35.00       3.949    
   36.00       3.409    
   37.00       2.912    
   38.00       2.476    
   39.00       2.111    
   40.00       1.822    
   41.00       1.609    
   42.00       1.466    
   43.00       1.386    
   44.00       1.357    
   45.00       1.366    
   46.00       1.402    
   47.00       1.452    
   48.00       1.504    
   49.00       1.550    
   50.00       1.584    
   51.00       1.599    
   52.00       1.594    
   53.00       1.568    
   54.00       1.522    
   55.00       1.458    
   56.00       1.378    
   57.00       1.287    
   58.00       1.188    
   59.00       1.086    
   60.00      0.9824    
   61.00      0.8817    
   62.00      0.7860    
   63.00      0.6972    
   64.00      0.6167    
   65.00      0.5452    
   66.00      0.4831    
   67.00      0.4301    
   68.00      0.3858    
   69.00      0.3495    
   70.00      0.3203    
   71.00      0.2973    
   72.00      0.2795    
   73.00      0.2659    
   74.00      0.2558    
   75.00      0.2482    
   76.00      0.2426    
   77.00      0.2384    
   78.00      0.2349    
   79.00      0.2320    
   80.00      0.2293    
 END
