#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8665 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.892    
   1.000       1.896    
   2.000       1.909    
   3.000       1.930    
   4.000       1.958    
   5.000       1.992    
   6.000       2.031    
   7.000       2.074    
   8.000       2.119    
   9.000       2.163    
   10.00       2.204    
   11.00       2.240    
   12.00       2.269    
   13.00       2.289    
   14.00       2.296    
   15.00       2.291    
   16.00       2.270    
   17.00       2.234    
   18.00       2.182    
   19.00       2.113    
   20.00       2.029    
   21.00       1.930    
   22.00       1.819    
   23.00       1.698    
   24.00       1.569    
   25.00       1.435    
   26.00       1.301    
   27.00       1.168    
   28.00       1.040    
   29.00      0.9190    
   30.00      0.8078    
   31.00      0.7080    
   32.00      0.6205    
   33.00      0.5460    
   34.00      0.4845    
   35.00      0.4354    
   36.00      0.3978    
   37.00      0.3702    
   38.00      0.3510    
   39.00      0.3385    
   40.00      0.3309    
   41.00      0.3265    
   42.00      0.3239    
   43.00      0.3215    
   44.00      0.3184    
   45.00      0.3137    
   46.00      0.3070    
   47.00      0.2978    
   48.00      0.2861    
   49.00      0.2722    
   50.00      0.2563    
   51.00      0.2388    
   52.00      0.2202    
   53.00      0.2012    
   54.00      0.1822    
   55.00      0.1638    
   56.00      0.1463    
   57.00      0.1300    
   58.00      0.1153    
   59.00      0.1021    
   60.00      0.9071E-01
   61.00      0.8094E-01
   62.00      0.7276E-01
   63.00      0.6605E-01
   64.00      0.6065E-01
   65.00      0.5638E-01
   66.00      0.5302E-01
   67.00      0.5038E-01
   68.00      0.4827E-01
   69.00      0.4653E-01
   70.00      0.4502E-01
   71.00      0.4364E-01
   72.00      0.4234E-01
   73.00      0.4106E-01
   74.00      0.3981E-01
   75.00      0.3856E-01
   76.00      0.3733E-01
   77.00      0.3613E-01
   78.00      0.3498E-01
   79.00      0.3389E-01
   80.00      0.3286E-01
 END
