#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7113 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       29.22    
   1.000       29.31    
   2.000       29.55    
   3.000       29.88    
   4.000       30.20    
   5.000       30.39    
   6.000       30.35    
   7.000       29.96    
   8.000       29.15    
   9.000       27.87    
   10.00       26.13    
   11.00       23.97    
   12.00       21.49    
   13.00       18.82    
   14.00       16.08    
   15.00       13.42    
   16.00       10.96    
   17.00       8.819    
   18.00       7.051    
   19.00       5.695    
   20.00       4.747    
   21.00       4.172    
   22.00       3.912    
   23.00       3.895    
   24.00       4.041    
   25.00       4.271    
   26.00       4.514    
   27.00       4.714    
   28.00       4.830    
   29.00       4.836    
   30.00       4.724    
   31.00       4.501    
   32.00       4.184    
   33.00       3.797    
   34.00       3.368    
   35.00       2.925    
   36.00       2.494    
   37.00       2.096    
   38.00       1.746    
   39.00       1.453    
   40.00       1.223    
   41.00       1.054    
   42.00      0.9395    
   43.00      0.8721    
   44.00      0.8412    
   45.00      0.8358    
   46.00      0.8456    
   47.00      0.8610    
   48.00      0.8747    
   49.00      0.8810    
   50.00      0.8768    
   51.00      0.8606    
   52.00      0.8327    
   53.00      0.7946    
   54.00      0.7487    
   55.00      0.6978    
   56.00      0.6450    
   57.00      0.5931    
   58.00      0.5446    
   59.00      0.5014    
   60.00      0.4648    
   61.00      0.4353    
   62.00      0.4127    
   63.00      0.3963    
   64.00      0.3850    
   65.00      0.3773    
   66.00      0.3719    
   67.00      0.3673    
   68.00      0.3621    
   69.00      0.3553    
   70.00      0.3460    
   71.00      0.3337    
   72.00      0.3181    
   73.00      0.2993    
   74.00      0.2776    
   75.00      0.2536    
   76.00      0.2280    
   77.00      0.2017    
   78.00      0.1756    
   79.00      0.1506    
   80.00      0.1273    
 END
